company_name,term_months,snapshot_rows,snapshot_dates,snapshot_contract_ids_not_lineages,snapshot_first,snapshot_last,snapshot_age_days_at_2026_09_13,snapshot_nonnull_energy_rows,snapshot_basis_counts,snapshot_segment_counts,snapshot_pricing_model_counts,snapshot_metering_counts,premium_rows_one_reference,premium_lineages,premium_first_observed,premium_last_observed,premium_age_days_at_2026_09_13,stored_component_period_keys_excluding_seams,unique_lineage_price_signatures_not_repricing_count,seam_rows,unresolved_seam_targets,chronology_pair_counts,method_counts,vat_counts,quality_counts,quality_flag_counts,nonnull_known_vat_rows_before_compatibility_filter,usable_general_premium_rows,usable_general_lineages,exclusion_reason_counts_nonexclusive,usable_included_rows,descriptive_included_median_cents_per_kwh,usable_excluded_rows,descriptive_excluded_median_cents_per_kwh,descriptive_status,supplier_forecast_status
Aalto energia Oyj,6,0,0,0,,,,0,{},{},{},{},0,0,,,,0,0,0,0,{},{},{},{},{},0,0,0,{},0,,0,,No compatible known-VAT General premium baseline,Not validated; no independent holdout comparison performed
Aalto energia Oyj,12,56,56,1,2026-04-08,2026-06-02,103,56,"{""observed_seller_data"": 56}","{""fixed_term_12"": 56}","{""FixedPrice"": 56}","{""General"": 56}",0,0,,,,0,0,0,0,{},{},{},{},{},0,0,0,{},0,,0,,No compatible known-VAT General premium baseline,Not validated; no independent holdout comparison performed
Aalto energia Oyj,24,56,56,1,2026-04-08,2026-06-02,103,56,"{""observed_seller_data"": 56}","{""fixed_term_24"": 56}","{""FixedPrice"": 56}","{""General"": 56}",0,0,,,,0,0,0,0,{},{},{},{},{},0,0,0,{},0,,0,,No compatible known-VAT General premium baseline,Not validated; no independent holdout comparison performed
Alajärven Sähkö Oy,6,0,0,0,,,,0,{},{},{},{},0,0,,,,0,0,0,0,{},{},{},{},{},0,0,0,{},0,,0,,No compatible known-VAT General premium baseline,Not validated; no independent holdout comparison performed
Alajärven Sähkö Oy,12,318,159,6,2026-04-08,2026-09-13,0,318,"{""canonical_calculation"": 98, ""observed_seller_data"": 220}","{""fixed_term_12"": 318}","{""FixedPrice"": 318}","{""General"": 159, ""Time"": 159}",22,8,2026-07-23,2026-09-12,1,22,22,0,0,"{""dated_energy_or_fee_change_component_pair"": 6, ""overlapping_period_pair_ambiguous"": 4}","{""retail-premium-v2"": 22}","{""unknown"": 22}","{""inferred"": 22}","{""calendar_period_unknown"": 22, ""multi_rate_component_not_aggregated"": 14, ""vat_unknown"": 22}",0,0,0,"{""multi_rate_not_aggregate"": 14, ""null_energy_premium"": 22, ""null_vat_matched_reference"": 22, ""unknown_or_mixed_energy_vat"": 22}",0,,0,,No compatible known-VAT General premium baseline,Not validated; no independent holdout comparison performed
Alajärven Sähkö Oy,24,318,159,8,2026-04-08,2026-09-13,0,318,"{""canonical_calculation"": 98, ""observed_seller_data"": 220}","{""fixed_term_24"": 318}","{""FixedPrice"": 318}","{""General"": 159, ""Time"": 159}",20,8,2026-07-23,2026-09-12,1,20,20,0,0,"{""dated_energy_or_fee_change_component_pair"": 6, ""overlapping_period_pair_ambiguous"": 2}","{""retail-premium-v2"": 20}","{""unknown"": 20}","{""inferred"": 20}","{""calendar_period_unknown"": 20, ""multi_rate_component_not_aggregated"": 14, ""vat_unknown"": 20}",0,0,0,"{""multi_rate_not_aggregate"": 14, ""null_energy_premium"": 20, ""null_vat_matched_reference"": 20, ""unknown_or_mixed_energy_vat"": 20}",0,,0,,No compatible known-VAT General premium baseline,Not validated; no independent holdout comparison performed
Cheap Energy Finland Oy,6,113,113,7,2026-04-08,2026-08-02,42,111,"{""canonical_calculation"": 3, ""observed_seller_data"": 110}","{""fixed_term_6"": 113}","{""FixedPrice"": 113}","{""General"": 113}",6,3,2026-07-23,2026-08-01,43,6,6,0,0,{},"{""retail-premium-v2"": 6}","{""included"": 6}","{""inferred"": 6}","{""calendar_period_unknown"": 6, ""source_consistency_conflicting"": 2, ""source_consistency_incomplete"": 4}",6,0,0,"{""source_consistency_conflicting"": 2, ""source_consistency_incomplete"": 4}",0,,0,,No compatible known-VAT General premium baseline,Not validated; no independent holdout comparison performed
Cheap Energy Finland Oy,12,9,9,1,2026-09-03,2026-09-11,2,9,"{""canonical_calculation"": 9}","{""fixed_term_12"": 9}","{""FixedPrice"": 9}","{""General"": 9}",1,1,2026-09-03,2026-09-11,2,1,1,0,0,{},"{""retail-premium-v2"": 1}","{""unknown"": 1}","{""inferred"": 1}","{""calendar_period_unknown"": 1, ""vat_unknown"": 1}",0,0,0,"{""null_energy_premium"": 1, ""null_vat_matched_reference"": 1, ""unknown_or_mixed_energy_vat"": 1}",0,,0,,No compatible known-VAT General premium baseline,Not validated; no independent holdout comparison performed
Cheap Energy Finland Oy,24,162,159,12,2026-04-08,2026-09-13,0,162,"{""canonical_calculation"": 51, ""observed_seller_data"": 111}","{""fixed_term_24"": 162}","{""FixedPrice"": 162}","{""General"": 162}",20,5,2026-04-10,2026-09-12,1,20,19,0,0,"{""dated_energy_or_fee_change_component_pair"": 9, ""overlapping_period_pair_ambiguous"": 1, ""same_signature_new_key_not_proven_repricing"": 1}","{""retail-premium-history-v2"": 8, ""retail-premium-v2"": 12}","{""included"": 20}","{""inferred"": 20}","{""calendar_period_unknown"": 12, ""discount_effect_unresolved"": 8, ""historical_relational_components"": 8, ""vat_mapping_propagated_to_history"": 8}",20,12,5,"{""discount_effect_unresolved"": 8}",12,1.8576,0,,VAT-separated sample description only; representativeness not established,Not validated; no independent holdout comparison performed
Fortum Markets Oy,6,0,0,0,,,,0,{},{},{},{},0,0,,,,0,0,0,0,{},{},{},{},{},0,0,0,{},0,,0,,No compatible known-VAT General premium baseline,Not validated; no independent holdout comparison performed
Fortum Markets Oy,12,156,156,12,2026-04-08,2026-09-13,0,156,"{""canonical_calculation"": 48, ""observed_seller_data"": 108}","{""hybrid"": 156}","{""Hybrid"": 156}","{""General"": 156}",29,6,2026-04-20,2026-09-12,1,28,19,1,0,"{""dated_energy_or_fee_change_component_pair"": 16, ""same_signature_new_key_not_proven_repricing"": 5}","{""retail-premium-history-v2"": 12, ""retail-premium-v2"": 17}","{""unknown"": 29}","{""inferred"": 29}","{""calendar_period_unknown"": 17, ""continues_prior_history_period"": 1, ""historical_relational_components"": 12, ""vat_mapping_propagated_to_history"": 12, ""vat_unknown"": 29}",0,0,0,"{""method_seam_not_independent"": 1, ""null_energy_premium"": 29, ""null_vat_matched_reference"": 29, ""unknown_or_mixed_energy_vat"": 29}",0,,0,,No compatible known-VAT General premium baseline,Not validated; no independent holdout comparison performed
Fortum Markets Oy,24,282,159,24,2026-04-08,2026-09-13,0,280,"{""canonical_calculation"": 97, ""observed_seller_data"": 185}","{""fixed_term_24"": 126, ""hybrid"": 156}","{""FixedPrice"": 126, ""Hybrid"": 156}","{""General"": 282}",29,7,2026-04-13,2026-09-12,1,28,22,1,0,"{""dated_energy_or_fee_change_component_pair"": 14, ""same_signature_new_key_not_proven_repricing"": 5, ""signature_change_without_energy_fee_change"": 1}","{""retail-premium-history-v2"": 12, ""retail-premium-v2"": 17}","{""included"": 4, ""unknown"": 25}","{""inferred"": 29}","{""calendar_period_unknown"": 17, ""continues_prior_history_period"": 1, ""historical_relational_components"": 12, ""source_consistency_incomplete"": 1, ""vat_mapping_propagated_to_history"": 12, ""vat_unknown"": 25}",4,4,2,"{""method_seam_not_independent"": 1, ""null_energy_premium"": 25, ""null_vat_matched_reference"": 25, ""source_consistency_incomplete"": 1, ""unknown_or_mixed_energy_vat"": 25}",4,2.35055,0,,VAT-separated sample description only; representativeness not established,Not validated; no independent holdout comparison performed
Hehku Energia Oy,6,107,107,7,2026-04-08,2026-07-27,48,105,"{""canonical_calculation"": 1, ""observed_seller_data"": 106}","{""fixed_term_6"": 107}","{""FixedPrice"": 107}","{""General"": 107}",10,2,2026-04-24,2026-07-28,47,9,9,1,0,"{""dated_energy_or_fee_change_component_pair"": 5}","{""retail-premium-history-v2"": 7, ""retail-premium-v2"": 3}","{""included"": 3, ""unknown"": 7}","{""inferred"": 10}","{""calendar_period_unknown"": 3, ""continues_prior_history_period"": 1, ""discount_effect_unresolved"": 1, ""historical_relational_components"": 7, ""period_follows_lineage_absence"": 1, ""source_consistency_incomplete"": 2, ""vat_mapping_propagated_to_history"": 7, ""vat_unknown"": 7}",3,0,0,"{""discount_effect_unresolved"": 1, ""method_seam_not_independent"": 1, ""null_energy_premium"": 7, ""null_vat_matched_reference"": 7, ""source_consistency_incomplete"": 2, ""unknown_or_mixed_energy_vat"": 7}",0,,0,,No compatible known-VAT General premium baseline,Not validated; no independent holdout comparison performed
Hehku Energia Oy,12,473,158,23,2026-04-08,2026-09-13,0,473,"{""canonical_calculation"": 143, ""observed_seller_data"": 330}","{""fixed_term_12"": 316, ""hybrid"": 157}","{""FixedPrice"": 316, ""Hybrid"": 157}","{""General"": 473}",39,9,2026-05-08,2026-09-12,1,37,34,2,0,"{""dated_energy_or_fee_change_component_pair"": 17, ""same_signature_new_key_not_proven_repricing"": 3}","{""retail-premium-history-v2"": 10, ""retail-premium-v2"": 29}","{""included"": 17, ""unknown"": 22}","{""inferred"": 39}","{""calendar_period_unknown"": 29, ""continues_prior_history_period"": 2, ""discount_effect_unresolved"": 6, ""historical_relational_components"": 10, ""vat_mapping_propagated_to_history"": 10, ""vat_unknown"": 22}",17,14,4,"{""discount_effect_unresolved"": 6, ""method_seam_not_independent"": 2, ""null_energy_premium"": 22, ""null_vat_matched_reference"": 22, ""unknown_or_mixed_energy_vat"": 22}",14,2.0849,0,,VAT-separated sample description only; representativeness not established,Not validated; no independent holdout comparison performed
Hehku Energia Oy,24,475,158,25,2026-04-08,2026-09-13,0,475,"{""canonical_calculation"": 144, ""observed_seller_data"": 331}","{""fixed_term_24"": 317, ""hybrid"": 158}","{""FixedPrice"": 317, ""Hybrid"": 158}","{""General"": 475}",29,5,2026-04-10,2026-09-12,1,29,27,0,0,"{""dated_energy_or_fee_change_component_pair"": 18, ""same_signature_new_key_not_proven_repricing"": 1, ""signature_change_without_energy_fee_change"": 1}","{""retail-premium-history-v2"": 19, ""retail-premium-v2"": 10}","{""included"": 14, ""unknown"": 15}","{""inferred"": 29}","{""calendar_period_unknown"": 10, ""discount_effect_unresolved"": 19, ""historical_relational_components"": 19, ""vat_mapping_propagated_to_history"": 19, ""vat_unknown"": 15}",14,6,3,"{""discount_effect_unresolved"": 19, ""null_energy_premium"": 15, ""null_vat_matched_reference"": 15, ""unknown_or_mixed_energy_vat"": 15}",6,1.8361,0,,VAT-separated sample description only; representativeness not established,Not validated; no independent holdout comparison performed
Helen Oy,6,157,157,24,2026-04-08,2026-09-13,0,157,"{""canonical_calculation"": 47, ""observed_seller_data"": 110}","{""fixed_term_6"": 157}","{""FixedPrice"": 157}","{""General"": 157}",16,8,2026-07-25,2026-09-12,1,16,16,0,0,"{""dated_energy_or_fee_change_component_pair"": 8}","{""retail-premium-v2"": 16}","{""unknown"": 16}","{""inferred"": 16}","{""calendar_period_unknown"": 16, ""vat_unknown"": 16}",0,0,0,"{""null_energy_premium"": 16, ""null_vat_matched_reference"": 16, ""unknown_or_mixed_energy_vat"": 16}",0,,0,,No compatible known-VAT General premium baseline,Not validated; no independent holdout comparison performed
Helen Oy,12,290,157,43,2026-04-08,2026-09-13,0,290,"{""canonical_calculation"": 93, ""observed_seller_data"": 197}","{""fixed_term_12"": 157, ""hybrid"": 133}","{""FixedPrice"": 157, ""Hybrid"": 133}","{""General"": 290}",31,16,2026-07-25,2026-09-12,1,31,29,0,0,"{""dated_energy_or_fee_change_component_pair"": 15}","{""retail-premium-v2"": 31}","{""unknown"": 31}","{""inferred"": 31}","{""calendar_period_unknown"": 31, ""vat_unknown"": 31}",0,0,0,"{""null_energy_premium"": 31, ""null_vat_matched_reference"": 31, ""unknown_or_mixed_energy_vat"": 31}",0,,0,,No compatible known-VAT General premium baseline,Not validated; no independent holdout comparison performed
Helen Oy,24,304,157,45,2026-04-08,2026-09-13,0,304,"{""canonical_calculation"": 93, ""observed_seller_data"": 211}","{""fixed_term_24"": 157, ""hybrid"": 147}","{""FixedPrice"": 157, ""Hybrid"": 147}","{""General"": 304}",27,14,2026-07-25,2026-09-12,1,27,23,0,0,"{""dated_energy_or_fee_change_component_pair"": 13}","{""retail-premium-v2"": 27}","{""unknown"": 27}","{""inferred"": 27}","{""calendar_period_unknown"": 27, ""vat_unknown"": 27}",0,0,0,"{""null_energy_premium"": 27, ""null_vat_matched_reference"": 27, ""unknown_or_mixed_energy_vat"": 27}",0,,0,,No compatible known-VAT General premium baseline,Not validated; no independent holdout comparison performed
Imatran Seudun Sähkö Oy,6,333,157,35,2026-04-08,2026-09-13,0,333,"{""canonical_calculation"": 94, ""observed_seller_data"": 239}","{""fixed_term_6"": 157, ""hybrid"": 176}","{""FixedPrice"": 157, ""Hybrid"": 176}","{""General"": 333}",25,11,2026-04-29,2026-09-12,1,25,24,0,0,"{""dated_energy_or_fee_change_component_pair"": 12, ""same_signature_new_key_not_proven_repricing"": 1}","{""retail-premium-history-v2"": 6, ""retail-premium-v2"": 19}","{""included"": 25}","{""inferred"": 25}","{""calendar_period_unknown"": 19, ""historical_relational_components"": 6, ""vat_mapping_propagated_to_history"": 6}",25,25,11,{},25,2.9468,0,,VAT-separated sample description only; representativeness not established,Not validated; no independent holdout comparison performed
Imatran Seudun Sähkö Oy,12,326,159,34,2026-04-08,2026-09-13,0,326,"{""canonical_calculation"": 106, ""observed_seller_data"": 220}","{""fixed_term_12"": 158, ""hybrid"": 168}","{""FixedPrice"": 158, ""Hybrid"": 168}","{""General"": 326}",12,8,2026-07-23,2026-09-12,1,12,11,0,0,"{""dated_energy_or_fee_change_component_pair"": 4}","{""retail-premium-v2"": 12}","{""included"": 12}","{""inferred"": 12}","{""calendar_period_unknown"": 12}",12,12,8,{},12,2.6262,0,,VAT-separated sample description only; representativeness not established,Not validated; no independent holdout comparison performed
Imatran Seudun Sähkö Oy,24,322,157,40,2026-04-08,2026-09-13,0,322,"{""canonical_calculation"": 94, ""observed_seller_data"": 228}","{""fixed_term_24"": 161, ""hybrid"": 161}","{""FixedPrice"": 161, ""Hybrid"": 161}","{""General"": 322}",25,12,2026-04-09,2026-09-12,1,25,24,0,0,"{""dated_energy_or_fee_change_component_pair"": 11, ""same_signature_new_key_not_proven_repricing"": 1}","{""retail-premium-history-v2"": 7, ""retail-premium-v2"": 18}","{""included"": 25}","{""inferred"": 25}","{""calendar_period_unknown"": 18, ""historical_relational_components"": 7, ""vat_mapping_propagated_to_history"": 7}",25,25,12,{},25,2.2082,0,,VAT-separated sample description only; representativeness not established,Not validated; no independent holdout comparison performed
Keravan Energia Oy,6,158,158,14,2026-04-08,2026-09-13,0,158,"{""canonical_calculation"": 48, ""observed_seller_data"": 110}","{""fixed_term_6"": 158}","{""FixedPrice"": 158}","{""General"": 158}",10,6,2026-07-23,2026-09-12,1,10,10,0,0,"{""dated_energy_or_fee_change_component_pair"": 4}","{""retail-premium-v2"": 10}","{""unknown"": 10}","{""inferred"": 10}","{""calendar_period_unknown"": 10, ""vat_unknown"": 10}",0,0,0,"{""null_energy_premium"": 10, ""null_vat_matched_reference"": 10, ""unknown_or_mixed_energy_vat"": 10}",0,,0,,No compatible known-VAT General premium baseline,Not validated; no independent holdout comparison performed
Keravan Energia Oy,12,815,159,50,2026-04-08,2026-09-13,0,815,"{""canonical_calculation"": 223, ""observed_seller_data"": 592}","{""fixed_term_12"": 393, ""hybrid"": 422}","{""FixedPrice"": 393, ""Hybrid"": 422}","{""General"": 815}",17,11,2026-07-23,2026-09-12,1,17,17,0,0,"{""dated_energy_or_fee_change_component_pair"": 6}","{""retail-premium-v2"": 17}","{""unknown"": 17}","{""inferred"": 17}","{""calendar_period_unknown"": 17, ""vat_unknown"": 17}",0,0,0,"{""null_energy_premium"": 17, ""null_vat_matched_reference"": 17, ""unknown_or_mixed_energy_vat"": 17}",0,,0,,No compatible known-VAT General premium baseline,Not validated; no independent holdout comparison performed
Keravan Energia Oy,24,632,158,49,2026-04-08,2026-09-13,0,632,"{""canonical_calculation"": 192, ""observed_seller_data"": 440}","{""fixed_term_24"": 314, ""hybrid"": 318}","{""FixedPrice"": 314, ""Hybrid"": 318}","{""General"": 632}",32,16,2026-05-06,2026-09-12,1,31,31,1,0,"{""dated_energy_or_fee_change_component_pair"": 14}","{""retail-premium-history-v2"": 4, ""retail-premium-v2"": 28}","{""unknown"": 32}","{""inferred"": 32}","{""calendar_period_unknown"": 28, ""continues_prior_history_period"": 1, ""historical_relational_components"": 4, ""vat_mapping_propagated_to_history"": 4, ""vat_unknown"": 32}",0,0,0,"{""method_seam_not_independent"": 1, ""null_energy_premium"": 32, ""null_vat_matched_reference"": 32, ""unknown_or_mixed_energy_vat"": 32}",0,,0,,No compatible known-VAT General premium baseline,Not validated; no independent holdout comparison performed
Koillis-Satakunnan Sähkö Oy,6,0,0,0,,,,0,{},{},{},{},0,0,,,,0,0,0,0,{},{},{},{},{},0,0,0,{},0,,0,,No compatible known-VAT General premium baseline,Not validated; no independent holdout comparison performed
Koillis-Satakunnan Sähkö Oy,12,847,157,36,2026-04-08,2026-09-13,0,847,"{""canonical_calculation"": 189, ""observed_seller_data"": 658}","{""fixed_term_12"": 739, ""hybrid"": 108}","{""FixedPrice"": 739, ""Hybrid"": 108}","{""General"": 422, ""Season"": 157, ""Time"": 268}",48,13,2026-04-10,2026-09-12,1,48,48,0,0,"{""dated_energy_or_fee_change_component_pair"": 24}","{""retail-premium-history-v2"": 9, ""retail-premium-v2"": 39}","{""included"": 48}","{""inferred"": 48}","{""calendar_period_unknown"": 39, ""discount_effect_unresolved"": 3, ""historical_relational_components"": 9, ""multi_rate_component_not_aggregated"": 32, ""vat_basis_propagated_within_contract"": 2, ""vat_mapping_propagated_to_history"": 9}",48,13,6,"{""discount_effect_unresolved"": 3, ""multi_rate_not_aggregate"": 32}",13,1.8575,0,,VAT-separated sample description only; representativeness not established,Not validated; no independent holdout comparison performed
Koillis-Satakunnan Sähkö Oy,24,676,157,33,2026-04-08,2026-09-13,0,676,"{""canonical_calculation"": 234, ""observed_seller_data"": 442}","{""fixed_term_24"": 470, ""hybrid"": 206}","{""FixedPrice"": 470, ""Hybrid"": 206}","{""General"": 362, ""Season"": 157, ""Time"": 157}",36,9,2026-04-10,2026-09-12,1,36,36,0,0,"{""dated_energy_or_fee_change_component_pair"": 18}","{""retail-premium-history-v2"": 4, ""retail-premium-v2"": 32}","{""included"": 36}","{""inferred"": 36}","{""calendar_period_unknown"": 32, ""discount_effect_unresolved"": 4, ""historical_relational_components"": 4, ""multi_rate_component_not_aggregated"": 24, ""vat_mapping_propagated_to_history"": 4}",36,8,3,"{""discount_effect_unresolved"": 4, ""multi_rate_not_aggregate"": 24}",8,2.4583,0,,VAT-separated sample description only; representativeness not established,Not validated; no independent holdout comparison performed
Kokkolan Energia Oy,6,318,159,26,2026-04-08,2026-09-13,0,318,"{""canonical_calculation"": 98, ""observed_seller_data"": 220}","{""fixed_term_6"": 240, ""hybrid"": 78}","{""FixedPrice"": 240, ""Hybrid"": 78}","{""General"": 318}",19,8,2026-05-05,2026-09-12,1,18,18,1,0,"{""dated_energy_or_fee_change_component_pair"": 9}","{""retail-premium-history-v2"": 4, ""retail-premium-v2"": 15}","{""unknown"": 19}","{""inferred"": 19}","{""calendar_period_unknown"": 15, ""continues_prior_history_period"": 1, ""historical_relational_components"": 4, ""vat_mapping_propagated_to_history"": 4, ""vat_unknown"": 19}",0,0,0,"{""method_seam_not_independent"": 1, ""null_energy_premium"": 19, ""null_vat_matched_reference"": 19, ""unknown_or_mixed_energy_vat"": 19}",0,,0,,No compatible known-VAT General premium baseline,Not validated; no independent holdout comparison performed
Kokkolan Energia Oy,12,318,159,16,2026-04-08,2026-09-13,0,318,"{""canonical_calculation"": 98, ""observed_seller_data"": 220}","{""fixed_term_12"": 159, ""hybrid"": 159}","{""FixedPrice"": 159, ""Hybrid"": 159}","{""General"": 318}",12,5,2026-05-05,2026-09-12,1,11,11,1,0,"{""dated_energy_or_fee_change_component_pair"": 5}","{""retail-premium-history-v2"": 3, ""retail-premium-v2"": 9}","{""unknown"": 12}","{""inferred"": 12}","{""calendar_period_unknown"": 9, ""continues_prior_history_period"": 1, ""historical_relational_components"": 3, ""vat_mapping_propagated_to_history"": 3, ""vat_unknown"": 12}",0,0,0,"{""method_seam_not_independent"": 1, ""null_energy_premium"": 12, ""null_vat_matched_reference"": 12, ""unknown_or_mixed_energy_vat"": 12}",0,,0,,No compatible known-VAT General premium baseline,Not validated; no independent holdout comparison performed
Kokkolan Energia Oy,24,318,159,19,2026-04-08,2026-09-13,0,318,"{""canonical_calculation"": 98, ""observed_seller_data"": 220}","{""fixed_term_24"": 159, ""hybrid"": 159}","{""FixedPrice"": 159, ""Hybrid"": 159}","{""General"": 318}",14,5,2026-05-21,2026-09-12,1,13,12,1,0,"{""dated_energy_or_fee_change_component_pair"": 6, ""same_signature_new_key_not_proven_repricing"": 1}","{""retail-premium-history-v2"": 5, ""retail-premium-v2"": 9}","{""unknown"": 14}","{""inferred"": 14}","{""calendar_period_unknown"": 9, ""continues_prior_history_period"": 1, ""historical_relational_components"": 5, ""vat_mapping_propagated_to_history"": 5, ""vat_unknown"": 14}",0,0,0,"{""method_seam_not_independent"": 1, ""null_energy_premium"": 14, ""null_vat_matched_reference"": 14, ""unknown_or_mixed_energy_vat"": 14}",0,,0,,No compatible known-VAT General premium baseline,Not validated; no independent holdout comparison performed
Korpelan Energia Oy,6,0,0,0,,,,0,{},{},{},{},0,0,,,,0,0,0,0,{},{},{},{},{},0,0,0,{},0,,0,,No compatible known-VAT General premium baseline,Not validated; no independent holdout comparison performed
Korpelan Energia Oy,12,314,157,16,2026-04-08,2026-09-13,0,314,"{""canonical_calculation"": 94, ""observed_seller_data"": 220}","{""fixed_term_12"": 157, ""hybrid"": 157}","{""FixedPrice"": 157, ""Hybrid"": 157}","{""General"": 314}",12,6,2026-07-23,2026-09-12,1,12,12,0,0,"{""dated_energy_or_fee_change_component_pair"": 6}","{""retail-premium-v2"": 12}","{""unknown"": 12}","{""inferred"": 12}","{""calendar_period_unknown"": 12, ""vat_unknown"": 12}",0,0,0,"{""null_energy_premium"": 12, ""null_vat_matched_reference"": 12, ""unknown_or_mixed_energy_vat"": 12}",0,,0,,No compatible known-VAT General premium baseline,Not validated; no independent holdout comparison performed
Korpelan Energia Oy,24,169,157,9,2026-04-08,2026-09-13,0,169,"{""canonical_calculation"": 59, ""observed_seller_data"": 110}","{""fixed_term_24"": 12, ""hybrid"": 157}","{""FixedPrice"": 12, ""Hybrid"": 157}","{""General"": 169}",6,4,2026-09-01,2026-09-12,1,6,6,0,0,"{""dated_energy_or_fee_change_component_pair"": 2}","{""retail-premium-v2"": 6}","{""unknown"": 6}","{""inferred"": 6}","{""calendar_period_unknown"": 6, ""vat_unknown"": 6}",0,0,0,"{""null_energy_premium"": 6, ""null_vat_matched_reference"": 6, ""unknown_or_mixed_energy_vat"": 6}",0,,0,,No compatible known-VAT General premium baseline,Not validated; no independent holdout comparison performed
Köyliön-Säkylän Sähkö Oy,6,0,0,0,,,,0,{},{},{},{},0,0,,,,0,0,0,0,{},{},{},{},{},0,0,0,{},0,,0,,No compatible known-VAT General premium baseline,Not validated; no independent holdout comparison performed
Köyliön-Säkylän Sähkö Oy,12,478,159,15,2026-04-08,2026-09-13,0,478,"{""canonical_calculation"": 147, ""observed_seller_data"": 331}","{""fixed_term_12"": 478}","{""FixedPrice"": 478}","{""General"": 160, ""Season"": 159, ""Time"": 159}",22,9,2026-04-18,2026-09-12,1,21,21,1,0,"{""dated_energy_or_fee_change_component_pair"": 5}","{""retail-premium-history-v2"": 2, ""retail-premium-v2"": 20}","{""unknown"": 22}","{""inferred"": 22}","{""calendar_period_unknown"": 20, ""continues_prior_history_period"": 1, ""historical_relational_components"": 2, ""multi_rate_component_not_aggregated"": 16, ""vat_mapping_propagated_to_history"": 2, ""vat_unknown"": 22}",0,0,0,"{""method_seam_not_independent"": 1, ""multi_rate_not_aggregate"": 16, ""null_energy_premium"": 22, ""null_vat_matched_reference"": 22, ""unknown_or_mixed_energy_vat"": 22}",0,,0,,No compatible known-VAT General premium baseline,Not validated; no independent holdout comparison performed
Köyliön-Säkylän Sähkö Oy,24,474,159,14,2026-04-08,2026-09-13,0,474,"{""canonical_calculation"": 145, ""observed_seller_data"": 329}","{""fixed_term_24"": 474}","{""FixedPrice"": 474}","{""General"": 159, ""Season"": 156, ""Time"": 159}",23,8,2026-04-17,2026-09-12,1,21,21,2,0,"{""dated_energy_or_fee_change_component_pair"": 5, ""overlapping_period_pair_ambiguous"": 2}","{""retail-premium-history-v2"": 2, ""retail-premium-v2"": 21}","{""unknown"": 23}","{""inferred"": 23}","{""calendar_period_unknown"": 21, ""continues_prior_history_period"": 2, ""historical_relational_components"": 2, ""multi_rate_component_not_aggregated"": 16, ""vat_mapping_propagated_to_history"": 2, ""vat_unknown"": 23}",0,0,0,"{""method_seam_not_independent"": 2, ""multi_rate_not_aggregate"": 16, ""null_energy_premium"": 23, ""null_vat_matched_reference"": 23, ""unknown_or_mixed_energy_vat"": 23}",0,,0,,No compatible known-VAT General premium baseline,Not validated; no independent holdout comparison performed
Lammaisten Energia Oy,6,162,27,6,2026-04-08,2026-05-04,132,162,"{""observed_seller_data"": 162}","{""fixed_term_6"": 81, ""hybrid"": 81}","{""FixedPrice"": 81, ""Hybrid"": 81}","{""General"": 54, ""Season"": 54, ""Time"": 54}",0,0,,,,0,0,0,0,{},{},{},{},{},0,0,0,{},0,,0,,No compatible known-VAT General premium baseline,Not validated; no independent holdout comparison performed
Lammaisten Energia Oy,12,948,158,33,2026-04-08,2026-09-13,0,948,"{""canonical_calculation"": 288, ""observed_seller_data"": 660}","{""fixed_term_12"": 474, ""hybrid"": 474}","{""FixedPrice"": 474, ""Hybrid"": 474}","{""General"": 316, ""Season"": 316, ""Time"": 316}",21,9,2026-07-23,2026-09-12,1,21,21,0,0,"{""dated_energy_or_fee_change_component_pair"": 5, ""overlapping_period_pair_ambiguous"": 1}","{""retail-premium-v2"": 21}","{""unknown"": 21}","{""inferred"": 21}","{""calendar_period_unknown"": 21, ""multi_rate_component_not_aggregated"": 16, ""vat_unknown"": 21}",0,0,0,"{""multi_rate_not_aggregate"": 16, ""null_energy_premium"": 21, ""null_vat_matched_reference"": 21, ""unknown_or_mixed_energy_vat"": 21}",0,,0,,No compatible known-VAT General premium baseline,Not validated; no independent holdout comparison performed
Lammaisten Energia Oy,24,949,159,27,2026-04-08,2026-09-13,0,949,"{""canonical_calculation"": 289, ""observed_seller_data"": 660}","{""fixed_term_24"": 475, ""hybrid"": 474}","{""FixedPrice"": 475, ""Hybrid"": 474}","{""General"": 316, ""Season"": 317, ""Time"": 316}",20,9,2026-07-23,2026-09-12,1,20,20,0,0,"{""dated_energy_or_fee_change_component_pair"": 5}","{""retail-premium-v2"": 20}","{""unknown"": 20}","{""inferred"": 20}","{""calendar_period_unknown"": 20, ""multi_rate_component_not_aggregated"": 16, ""vat_unknown"": 20}",0,0,0,"{""multi_rate_not_aggregate"": 16, ""null_energy_premium"": 20, ""null_vat_matched_reference"": 20, ""unknown_or_mixed_energy_vat"": 20}",0,,0,,No compatible known-VAT General premium baseline,Not validated; no independent holdout comparison performed
Lumme Energia,6,86,86,14,2026-04-08,2026-07-02,73,86,"{""observed_seller_data"": 86}","{""fixed_term_6"": 86}","{""FixedPrice"": 86}","{""General"": 86}",0,0,,,,0,0,0,0,{},{},{},{},{},0,0,0,{},0,,0,,No compatible known-VAT General premium baseline,Not validated; no independent holdout comparison performed
