study,cohort,protocol,scope,horizon,quantile,term,model,n,issue_days,first_issue,last_issue,first_target,last_target,mae,rmse,bias,skill,correct,wrong_way,missed_move,false_move,actual_balance,predicted_balance,confusion,precision,recall,raw_saved_class_disagreements,mae_minus
A,basket,transfer,per_term,14,p20,all,always_down,84,28,2026-08-03,2026-08-30,2026-08-17,2026-09-13,,,,,0,45,0,39,"{""down"": 0, ""flat"": 39, ""up"": 45}","{""down"": 84, ""flat"": 0, ""up"": 0}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 39, ""flat"": 0, ""up"": 0}, ""up"": {""down"": 45, ""flat"": 0, ""up"": 0}}","{""down"": 0.0, ""flat"": null, ""up"": null}","{""down"": null, ""flat"": 0.0, ""up"": 0.0}",0,"{""history"": null, ""intercept"": null, ""unchanged"": null}"
A,basket,transfer,per_term,14,p20,all,always_up,84,28,2026-08-03,2026-08-30,2026-08-17,2026-09-13,,,,,45,0,0,39,"{""down"": 0, ""flat"": 39, ""up"": 45}","{""down"": 0, ""flat"": 0, ""up"": 84}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 39}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 45}}","{""down"": null, ""flat"": null, ""up"": 0.5357142857142857}","{""down"": null, ""flat"": 0.0, ""up"": 1.0}",0,"{""history"": null, ""intercept"": null, ""unchanged"": null}"
A,basket,transfer,per_term,14,p20,all,basket,84,28,2026-08-03,2026-08-30,2026-08-17,2026-09-13,0.19454435448147947,0.285067646402083,-0.06929409692287512,0.36555712580192745,56,0,17,11,"{""down"": 0, ""flat"": 39, ""up"": 45}","{""down"": 0, ""flat"": 45, ""up"": 39}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 28, ""up"": 11}, ""up"": {""down"": 0, ""flat"": 17, ""up"": 28}}","{""down"": null, ""flat"": 0.6222222222222222, ""up"": 0.717948717948718}","{""down"": null, ""flat"": 0.717948717948718, ""up"": 0.6222222222222222}",0,"{""history"": 0.01644167581498443, ""intercept"": 0.011572817684942671, ""unchanged"": -0.1120937407566158}"
A,basket,transfer,per_term,14,p20,all,history,84,28,2026-08-03,2026-08-30,2026-08-17,2026-09-13,0.17810267866649504,0.2670996115821626,-0.04479276704061185,0.4191762816417064,63,0,14,7,"{""down"": 0, ""flat"": 39, ""up"": 45}","{""down"": 0, ""flat"": 46, ""up"": 38}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 32, ""up"": 7}, ""up"": {""down"": 0, ""flat"": 14, ""up"": 31}}","{""down"": null, ""flat"": 0.6956521739130435, ""up"": 0.8157894736842105}","{""down"": null, ""flat"": 0.8205128205128205, ""up"": 0.6888888888888889}",0,"{""history"": 0.0, ""intercept"": -0.004868858130041759, ""unchanged"": -0.12853541657160023}"
A,basket,transfer,per_term,14,p20,all,intercept,84,28,2026-08-03,2026-08-30,2026-08-17,2026-09-13,0.1829715367965368,0.2677769850493958,-0.036944534632034634,0.4032980910135614,59,0,21,4,"{""down"": 0, ""flat"": 39, ""up"": 45}","{""down"": 0, ""flat"": 56, ""up"": 28}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 35, ""up"": 4}, ""up"": {""down"": 0, ""flat"": 21, ""up"": 24}}","{""down"": null, ""flat"": 0.625, ""up"": 0.8571428571428571}","{""down"": null, ""flat"": 0.8974358974358975, ""up"": 0.5333333333333333}",0,"{""history"": 0.004868858130041759, ""intercept"": 0.0, ""unchanged"": -0.12366655844155847}"
A,basket,transfer,per_term,14,p20,all,rolling,84,28,2026-08-03,2026-08-30,2026-08-17,2026-09-13,0.18145942240838084,0.2569014358655172,-0.06080404650650531,0.40822935823586093,56,0,17,11,"{""down"": 0, ""flat"": 39, ""up"": 45}","{""down"": 0, ""flat"": 45, ""up"": 39}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 28, ""up"": 11}, ""up"": {""down"": 0, ""flat"": 17, ""up"": 28}}","{""down"": null, ""flat"": 0.6222222222222222, ""up"": 0.717948717948718}","{""down"": null, ""flat"": 0.717948717948718, ""up"": 0.6222222222222222}",0,"{""history"": 0.003356743741885798, ""intercept"": -0.0015121143881559607, ""unchanged"": -0.12517867282971443}"
A,basket,transfer,per_term,14,p20,all,unchanged,84,28,2026-08-03,2026-08-30,2026-08-17,2026-09-13,0.30663809523809527,0.4709471836224363,-0.29697142857142855,0.0,39,0,45,0,"{""down"": 0, ""flat"": 39, ""up"": 45}","{""down"": 0, ""flat"": 84, ""up"": 0}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 39, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 45, ""up"": 0}}","{""down"": null, ""flat"": 0.4642857142857143, ""up"": null}","{""down"": null, ""flat"": 1.0, ""up"": 0.0}",0,"{""history"": 0.12853541657160023, ""intercept"": 0.12366655844155847, ""unchanged"": 0.0}"
A,basket,transfer,per_term,14,p80,12,always_down,28,28,2026-08-03,2026-08-30,2026-08-17,2026-09-13,,,,,0,8,0,20,"{""down"": 0, ""flat"": 20, ""up"": 8}","{""down"": 28, ""flat"": 0, ""up"": 0}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 20, ""flat"": 0, ""up"": 0}, ""up"": {""down"": 8, ""flat"": 0, ""up"": 0}}","{""down"": 0.0, ""flat"": null, ""up"": null}","{""down"": null, ""flat"": 0.0, ""up"": 0.0}",0,"{""history"": null, ""intercept"": null, ""unchanged"": null}"
A,basket,transfer,per_term,14,p80,12,always_up,28,28,2026-08-03,2026-08-30,2026-08-17,2026-09-13,,,,,8,0,0,20,"{""down"": 0, ""flat"": 20, ""up"": 8}","{""down"": 0, ""flat"": 0, ""up"": 28}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 20}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 8}}","{""down"": null, ""flat"": null, ""up"": 0.2857142857142857}","{""down"": null, ""flat"": 0.0, ""up"": 1.0}",0,"{""history"": null, ""intercept"": null, ""unchanged"": null}"
A,basket,transfer,per_term,14,p80,12,basket,28,28,2026-08-03,2026-08-30,2026-08-17,2026-09-13,0.13634031479933473,0.2141038839538219,-0.006915639015940709,-0.016598001273266938,19,0,6,3,"{""down"": 0, ""flat"": 20, ""up"": 8}","{""down"": 0, ""flat"": 23, ""up"": 5}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 17, ""up"": 3}, ""up"": {""down"": 0, ""flat"": 6, ""up"": 2}}","{""down"": null, ""flat"": 0.7391304347826086, ""up"": 0.4}","{""down"": null, ""flat"": 0.85, ""up"": 0.25}",0,"{""history"": -0.0018489217423644233, ""intercept"": -0.0018983215643016416, ""unchanged"": 0.002226029085049014}"
A,basket,transfer,per_term,14,p80,12,history,28,28,2026-08-03,2026-08-30,2026-08-17,2026-09-13,0.13818923654169915,0.20359485166877012,0.012239926690150659,-0.03038416680005751,20,0,8,0,"{""down"": 0, ""flat"": 20, ""up"": 8}","{""down"": 0, ""flat"": 28, ""up"": 0}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 20, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 8, ""up"": 0}}","{""down"": null, ""flat"": 0.7142857142857143, ""up"": null}","{""down"": null, ""flat"": 1.0, ""up"": 0.0}",0,"{""history"": 0.0, ""intercept"": -4.939982193721826e-05, ""unchanged"": 0.004074950827413437}"
A,basket,transfer,per_term,14,p80,12,intercept,28,28,2026-08-03,2026-08-30,2026-08-17,2026-09-13,0.13823863636363637,0.2036613728391993,0.012428246753246747,-0.030752508037339865,20,0,8,0,"{""down"": 0, ""flat"": 20, ""up"": 8}","{""down"": 0, ""flat"": 28, ""up"": 0}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 20, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 8, ""up"": 0}}","{""down"": null, ""flat"": 0.7142857142857143, ""up"": null}","{""down"": null, ""flat"": 1.0, ""up"": 0.0}",0,"{""history"": 4.939982193721826e-05, ""intercept"": 0.0, ""unchanged"": 0.004124350649350655}"
A,basket,transfer,per_term,14,p80,12,rolling,28,28,2026-08-03,2026-08-30,2026-08-17,2026-09-13,0.1371449353193881,0.21472469521140194,-0.007502290675879934,-0.022597515163737425,18,0,7,3,"{""down"": 0, ""flat"": 20, ""up"": 8}","{""down"": 0, ""flat"": 24, ""up"": 4}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 17, ""up"": 3}, ""up"": {""down"": 0, ""flat"": 7, ""up"": 1}}","{""down"": null, ""flat"": 0.7083333333333334, ""up"": 0.25}","{""down"": null, ""flat"": 0.85, ""up"": 0.125}",0,"{""history"": -0.001044301222311056, ""intercept"": -0.0010937010442482742, ""unchanged"": 0.0030306496051023812}"
A,basket,transfer,per_term,14,p80,12,unchanged,28,28,2026-08-03,2026-08-30,2026-08-17,2026-09-13,0.1341142857142857,0.24261248937348628,-0.13242857142857142,0.0,20,0,8,0,"{""down"": 0, ""flat"": 20, ""up"": 8}","{""down"": 0, ""flat"": 28, ""up"": 0}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 20, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 8, ""up"": 0}}","{""down"": null, ""flat"": 0.7142857142857143, ""up"": null}","{""down"": null, ""flat"": 1.0, ""up"": 0.0}",0,"{""history"": -0.004074950827413437, ""intercept"": -0.004124350649350655, ""unchanged"": 0.0}"
A,basket,transfer,per_term,14,p80,24,always_down,28,28,2026-08-03,2026-08-30,2026-08-17,2026-09-13,,,,,0,5,0,23,"{""down"": 0, ""flat"": 23, ""up"": 5}","{""down"": 28, ""flat"": 0, ""up"": 0}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 23, ""flat"": 0, ""up"": 0}, ""up"": {""down"": 5, ""flat"": 0, ""up"": 0}}","{""down"": 0.0, ""flat"": null, ""up"": null}","{""down"": null, ""flat"": 0.0, ""up"": 0.0}",0,"{""history"": null, ""intercept"": null, ""unchanged"": null}"
A,basket,transfer,per_term,14,p80,24,always_up,28,28,2026-08-03,2026-08-30,2026-08-17,2026-09-13,,,,,5,0,0,23,"{""down"": 0, ""flat"": 23, ""up"": 5}","{""down"": 0, ""flat"": 0, ""up"": 28}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 23}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 5}}","{""down"": null, ""flat"": null, ""up"": 0.17857142857142858}","{""down"": null, ""flat"": 0.0, ""up"": 1.0}",0,"{""history"": null, ""intercept"": null, ""unchanged"": null}"
A,basket,transfer,per_term,14,p80,24,basket,28,28,2026-08-03,2026-08-30,2026-08-17,2026-09-13,0.16187761077013374,0.21165254798935956,0.030783011348598052,-0.7159088024091405,17,0,5,6,"{""down"": 0, ""flat"": 23, ""up"": 5}","{""down"": 0, ""flat"": 22, ""up"": 6}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 17, ""up"": 6}, ""up"": {""down"": 0, ""flat"": 5, ""up"": 0}}","{""down"": null, ""flat"": 0.7727272727272727, ""up"": 0.0}","{""down"": null, ""flat"": 0.7391304347826086, ""up"": 0.0}",0,"{""history"": 0.006362456515812742, ""intercept"": 0.009816490640263603, ""unchanged"": 0.06753832505584802}"
A,basket,transfer,per_term,14,p80,24,history,28,28,2026-08-03,2026-08-30,2026-08-17,2026-09-13,0.155515154254321,0.19688950825145754,0.04579980701513603,-0.6484665224762398,20,0,5,3,"{""down"": 0, ""flat"": 23, ""up"": 5}","{""down"": 0, ""flat"": 25, ""up"": 3}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 20, ""up"": 3}, ""up"": {""down"": 0, ""flat"": 5, ""up"": 0}}","{""down"": null, ""flat"": 0.8, ""up"": 0.0}","{""down"": null, ""flat"": 0.8695652173913043, ""up"": 0.0}",0,"{""history"": 0.0, ""intercept"": 0.003454034124450861, ""unchanged"": 0.061175868540035275}"
A,basket,transfer,per_term,14,p80,24,intercept,28,28,2026-08-03,2026-08-30,2026-08-17,2026-09-13,0.15206112012987014,0.19491130222238143,0.042839123376623364,-0.6118536299967305,23,0,5,0,"{""down"": 0, ""flat"": 23, ""up"": 5}","{""down"": 0, ""flat"": 28, ""up"": 0}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 23, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 5, ""up"": 0}}","{""down"": null, ""flat"": 0.8214285714285714, ""up"": null}","{""down"": null, ""flat"": 1.0, ""up"": 0.0}",0,"{""history"": -0.003454034124450861, ""intercept"": 0.0, ""unchanged"": 0.057721834415584414}"
A,basket,transfer,per_term,14,p80,24,rolling,28,28,2026-08-03,2026-08-30,2026-08-17,2026-09-13,0.16225345782350453,0.21192955822088147,0.030708207663394174,-0.7198927954034171,17,0,5,6,"{""down"": 0, ""flat"": 23, ""up"": 5}","{""down"": 0, ""flat"": 22, ""up"": 6}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 17, ""up"": 6}, ""up"": {""down"": 0, ""flat"": 5, ""up"": 0}}","{""down"": null, ""flat"": 0.7727272727272727, ""up"": 0.0}","{""down"": null, ""flat"": 0.7391304347826086, ""up"": 0.0}",0,"{""history"": 0.006738303569183535, ""intercept"": 0.010192337693634396, ""unchanged"": 0.06791417210921881}"
A,basket,transfer,per_term,14,p80,24,unchanged,28,28,2026-08-03,2026-08-30,2026-08-17,2026-09-13,0.09433928571428572,0.21226192798386756,-0.09433928571428572,0.0,23,0,5,0,"{""down"": 0, ""flat"": 23, ""up"": 5}","{""down"": 0, ""flat"": 28, ""up"": 0}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 23, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 5, ""up"": 0}}","{""down"": null, ""flat"": 0.8214285714285714, ""up"": null}","{""down"": null, ""flat"": 1.0, ""up"": 0.0}",0,"{""history"": -0.061175868540035275, ""intercept"": -0.057721834415584414, ""unchanged"": 0.0}"
A,basket,transfer,per_term,14,p80,6,always_down,28,28,2026-08-03,2026-08-30,2026-08-17,2026-09-13,,,,,5,15,0,8,"{""down"": 5, ""flat"": 8, ""up"": 15}","{""down"": 28, ""flat"": 0, ""up"": 0}","{""down"": {""down"": 5, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 8, ""flat"": 0, ""up"": 0}, ""up"": {""down"": 15, ""flat"": 0, ""up"": 0}}","{""down"": 0.17857142857142858, ""flat"": null, ""up"": null}","{""down"": 1.0, ""flat"": 0.0, ""up"": 0.0}",0,"{""history"": null, ""intercept"": null, ""unchanged"": null}"
A,basket,transfer,per_term,14,p80,6,always_up,28,28,2026-08-03,2026-08-30,2026-08-17,2026-09-13,,,,,15,5,0,8,"{""down"": 5, ""flat"": 8, ""up"": 15}","{""down"": 0, ""flat"": 0, ""up"": 28}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 5}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 8}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 15}}","{""down"": null, ""flat"": null, ""up"": 0.5357142857142857}","{""down"": 0.0, ""flat"": 0.0, ""up"": 1.0}",0,"{""history"": null, ""intercept"": null, ""unchanged"": null}"
A,basket,transfer,per_term,14,p80,6,basket,28,28,2026-08-03,2026-08-30,2026-08-17,2026-09-13,0.5808402393903992,0.6626043651646076,0.07364054727356636,-0.08977845326099954,15,5,0,8,"{""down"": 5, ""flat"": 8, ""up"": 15}","{""down"": 0, ""flat"": 0, ""up"": 28}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 5}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 8}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 15}}","{""down"": null, ""flat"": null, ""up"": 0.5357142857142857}","{""down"": 0.0, ""flat"": 0.0, ""up"": 1.0}",0,"{""history"": -0.04288854337563974, ""intercept"": -0.05979726060960078, ""unchanged"": 0.04785095367611347}"
A,basket,transfer,per_term,14,p80,6,history,28,28,2026-08-03,2026-08-30,2026-08-17,2026-09-13,0.6237287827660389,0.6728062462152474,0.14461877432766462,-0.17024638108840895,15,5,0,8,"{""down"": 5, ""flat"": 8, ""up"": 15}","{""down"": 0, ""flat"": 0, ""up"": 28}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 5}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 8}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 15}}","{""down"": null, ""flat"": null, ""up"": 0.5357142857142857}","{""down"": 0.0, ""flat"": 0.0, ""up"": 1.0}",0,"{""history"": 0.0, ""intercept"": -0.016908717233961035, ""unchanged"": 0.09073949705175322}"
A,basket,transfer,per_term,14,p80,6,intercept,28,28,2026-08-03,2026-08-30,2026-08-17,2026-09-13,0.6406375,0.6954230748995021,0.16248750000000006,-0.2019706909144514,15,5,0,8,"{""down"": 5, ""flat"": 8, ""up"": 15}","{""down"": 0, ""flat"": 0, ""up"": 28}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 5}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 8}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 15}}","{""down"": null, ""flat"": null, ""up"": 0.5357142857142857}","{""down"": 0.0, ""flat"": 0.0, ""up"": 1.0}",0,"{""history"": 0.016908717233961035, ""intercept"": 0.0, ""unchanged"": 0.10764821428571425}"
A,basket,transfer,per_term,14,p80,6,rolling,28,28,2026-08-03,2026-08-30,2026-08-17,2026-09-13,0.5321019822817993,0.6184811370559781,0.10566480782553477,0.0016647678598216142,15,5,0,8,"{""down"": 5, ""flat"": 8, ""up"": 15}","{""down"": 0, ""flat"": 0, ""up"": 28}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 5}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 8}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 15}}","{""down"": null, ""flat"": null, ""up"": 0.5357142857142857}","{""down"": 0.0, ""flat"": 0.0, ""up"": 1.0}",0,"{""history"": -0.09162680048423966, ""intercept"": -0.10853551771820069, ""unchanged"": -0.0008873034324864415}"
A,basket,transfer,per_term,14,p80,6,unchanged,28,28,2026-08-03,2026-08-30,2026-08-17,2026-09-13,0.5329892857142857,0.79582546520668,-0.41967499999999996,0.0,8,0,20,0,"{""down"": 5, ""flat"": 8, ""up"": 15}","{""down"": 0, ""flat"": 28, ""up"": 0}","{""down"": {""down"": 0, ""flat"": 5, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 8, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 15, ""up"": 0}}","{""down"": null, ""flat"": 0.2857142857142857, ""up"": null}","{""down"": 0.0, ""flat"": 1.0, ""up"": 0.0}",0,"{""history"": -0.09073949705175322, ""intercept"": -0.10764821428571425, ""unchanged"": 0.0}"
A,basket,transfer,per_term,14,p80,all,always_down,84,28,2026-08-03,2026-08-30,2026-08-17,2026-09-13,,,,,5,28,0,51,"{""down"": 5, ""flat"": 51, ""up"": 28}","{""down"": 84, ""flat"": 0, ""up"": 0}","{""down"": {""down"": 5, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 51, ""flat"": 0, ""up"": 0}, ""up"": {""down"": 28, ""flat"": 0, ""up"": 0}}","{""down"": 0.05952380952380952, ""flat"": null, ""up"": null}","{""down"": 1.0, ""flat"": 0.0, ""up"": 0.0}",0,"{""history"": null, ""intercept"": null, ""unchanged"": null}"
A,basket,transfer,per_term,14,p80,all,always_up,84,28,2026-08-03,2026-08-30,2026-08-17,2026-09-13,,,,,28,5,0,51,"{""down"": 5, ""flat"": 51, ""up"": 28}","{""down"": 0, ""flat"": 0, ""up"": 84}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 5}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 51}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 28}}","{""down"": null, ""flat"": null, ""up"": 0.3333333333333333}","{""down"": 0.0, ""flat"": 0.0, ""up"": 1.0}",0,"{""history"": null, ""intercept"": null, ""unchanged"": null}"
A,basket,transfer,per_term,14,p80,all,basket,84,28,2026-08-03,2026-08-30,2026-08-17,2026-09-13,0.2930193883199559,0.42019115448792765,0.03250263986874124,-0.1544637351492606,51,5,11,17,"{""down"": 5, ""flat"": 51, ""up"": 28}","{""down"": 0, ""flat"": 45, ""up"": 39}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 5}, ""flat"": {""down"": 0, ""flat"": 34, ""up"": 17}, ""up"": {""down"": 0, ""flat"": 11, ""up"": 17}}","{""down"": null, ""flat"": 0.7555555555555555, ""up"": 0.4358974358974359}","{""down"": 0.0, ""flat"": 0.6666666666666666, ""up"": 0.6071428571428571}",0,"{""history"": -0.012791669534063799, ""intercept"": -0.017293030511212948, ""unchanged"": 0.03920510260567017}"
A,basket,transfer,per_term,14,p80,all,history,84,28,2026-08-03,2026-08-30,2026-08-17,2026-09-13,0.3058110578540197,0.42145960147712913,0.06755283601098377,-0.20486148757704603,55,5,13,11,"{""down"": 5, ""flat"": 51, ""up"": 28}","{""down"": 0, ""flat"": 53, ""up"": 31}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 5}, ""flat"": {""down"": 0, ""flat"": 40, ""up"": 11}, ""up"": {""down"": 0, ""flat"": 13, ""up"": 15}}","{""down"": null, ""flat"": 0.7547169811320755, ""up"": 0.4838709677419355}","{""down"": 0.0, ""flat"": 0.7843137254901961, ""up"": 0.5357142857142857}",0,"{""history"": 0.0, ""intercept"": -0.004501360977149149, ""unchanged"": 0.05199677213973397}"
A,basket,transfer,per_term,14,p80,all,intercept,84,28,2026-08-03,2026-08-30,2026-08-17,2026-09-13,0.31031241883116883,0.43323651108967043,0.07258495670995672,-0.2225963481838138,58,5,13,8,"{""down"": 5, ""flat"": 51, ""up"": 28}","{""down"": 0, ""flat"": 56, ""up"": 28}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 5}, ""flat"": {""down"": 0, ""flat"": 43, ""up"": 8}, ""up"": {""down"": 0, ""flat"": 13, ""up"": 15}}","{""down"": null, ""flat"": 0.7678571428571429, ""up"": 0.5357142857142857}","{""down"": 0.0, ""flat"": 0.8431372549019608, ""up"": 0.5357142857142857}",0,"{""history"": 0.004501360977149149, ""intercept"": 0.0, ""unchanged"": 0.05649813311688312}"
A,basket,transfer,per_term,14,p80,all,rolling,84,28,2026-08-03,2026-08-30,2026-08-17,2026-09-13,0.2771667918082306,0.3972991103586746,0.042956908271016336,-0.09200627154703334,50,5,12,17,"{""down"": 5, ""flat"": 51, ""up"": 28}","{""down"": 0, ""flat"": 46, ""up"": 38}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 5}, ""flat"": {""down"": 0, ""flat"": 34, ""up"": 17}, ""up"": {""down"": 0, ""flat"": 12, ""up"": 16}}","{""down"": null, ""flat"": 0.7391304347826086, ""up"": 0.42105263157894735}","{""down"": 0.0, ""flat"": 0.6666666666666666, ""up"": 0.5714285714285714}",0,"{""history"": -0.02864426604578907, ""intercept"": -0.03314562702293822, ""unchanged"": 0.023352506093944903}"
A,basket,transfer,per_term,14,p80,all,unchanged,84,28,2026-08-03,2026-08-30,2026-08-17,2026-09-13,0.2538142857142857,0.49573316651294613,-0.21548095238095238,0.0,51,0,33,0,"{""down"": 5, ""flat"": 51, ""up"": 28}","{""down"": 0, ""flat"": 84, ""up"": 0}","{""down"": {""down"": 0, ""flat"": 5, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 51, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 28, ""up"": 0}}","{""down"": null, ""flat"": 0.6071428571428571, ""up"": null}","{""down"": 0.0, ""flat"": 1.0, ""up"": 0.0}",0,"{""history"": -0.05199677213973397, ""intercept"": -0.05649813311688312, ""unchanged"": 0.0}"
A,basket,transfer,per_term,30,median,12,always_down,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,,,,,0,9,0,3,"{""down"": 0, ""flat"": 3, ""up"": 9}","{""down"": 12, ""flat"": 0, ""up"": 0}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 3, ""flat"": 0, ""up"": 0}, ""up"": {""down"": 9, ""flat"": 0, ""up"": 0}}","{""down"": 0.0, ""flat"": null, ""up"": null}","{""down"": null, ""flat"": 0.0, ""up"": 0.0}",0,"{""history"": null, ""intercept"": null, ""unchanged"": null}"
A,basket,transfer,per_term,30,median,12,always_up,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,,,,,9,0,0,3,"{""down"": 0, ""flat"": 3, ""up"": 9}","{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 3}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 9}}","{""down"": null, ""flat"": null, ""up"": 0.75}","{""down"": null, ""flat"": 0.0, ""up"": 1.0}",0,"{""history"": null, ""intercept"": null, ""unchanged"": null}"
A,basket,transfer,per_term,30,median,12,basket,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.25622044305832786,0.2877966601636073,-0.25622044305832786,0.1213541803503746,5,0,7,0,"{""down"": 0, ""flat"": 3, ""up"": 9}","{""down"": 0, ""flat"": 10, ""up"": 2}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 3, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 7, ""up"": 2}}","{""down"": null, ""flat"": 0.3, ""up"": 1.0}","{""down"": null, ""flat"": 1.0, ""up"": 0.2222222222222222}",0,"{""history"": 0.026606212426824455, ""intercept"": 0.06601210972499452, ""unchanged"": -0.035387890275005496}"
A,basket,transfer,per_term,30,median,12,history,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.2296142306315034,0.27328894938744946,-0.22851322967819315,0.21259372800901877,5,0,7,0,"{""down"": 0, ""flat"": 3, ""up"": 9}","{""down"": 0, ""flat"": 10, ""up"": 2}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 3, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 7, ""up"": 2}}","{""down"": null, ""flat"": 0.3, ""up"": 1.0}","{""down"": null, ""flat"": 1.0, ""up"": 0.2222222222222222}",0,"{""history"": 0.0, ""intercept"": 0.03940589729817007, ""unchanged"": -0.06199410270182995}"
