study,cohort,protocol,scope,horizon,quantile,term,model,n,issue_days,first_issue,last_issue,first_target,last_target,mae,rmse,bias,skill,correct,wrong_way,missed_move,false_move,actual_balance,predicted_balance,confusion,precision,recall,raw_saved_class_disagreements,mae_minus
A,native,rolling_observed,per_term,30,median,all,history,66,22,2026-06-05,2026-06-26,2026-07-05,2026-07-26,0.6272141357906259,1.0613439968796772,0.5174146615785667,-0.47345514661825794,39,5,0,22,"{""down"": 5, ""flat"": 22, ""up"": 39}","{""down"": 0, ""flat"": 0, ""up"": 66}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 5}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 22}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 39}}","{""down"": null, ""flat"": null, ""up"": 0.5909090909090909}","{""down"": 0.0, ""flat"": 0.0, ""up"": 1.0}",0,"{""history"": 0.0, ""intercept"": 0.1876747156125808, ""unchanged"": 0.2015383782148683}"
A,native,rolling_observed,per_term,30,median,all,intercept,66,22,2026-06-05,2026-06-26,2026-07-05,2026-07-26,0.4395394201780451,0.5301534803986097,0.34626042751692304,-0.03256859794234379,39,5,0,22,"{""down"": 5, ""flat"": 22, ""up"": 39}","{""down"": 0, ""flat"": 0, ""up"": 66}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 5}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 22}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 39}}","{""down"": null, ""flat"": null, ""up"": 0.5909090909090909}","{""down"": 0.0, ""flat"": 0.0, ""up"": 1.0}",0,"{""history"": -0.1876747156125808, ""intercept"": 0.0, ""unchanged"": 0.013863662602287496}"
A,native,rolling_observed,per_term,30,median,all,rolling,66,22,2026-06-05,2026-06-26,2026-07-05,2026-07-26,0.5900112948095502,0.9858518446093096,0.43119093010960474,-0.386058013192226,39,5,0,22,"{""down"": 5, ""flat"": 22, ""up"": 39}","{""down"": 0, ""flat"": 0, ""up"": 66}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 5}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 22}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 39}}","{""down"": null, ""flat"": null, ""up"": 0.5909090909090909}","{""down"": 0.0, ""flat"": 0.0, ""up"": 1.0}",0,"{""history"": -0.037202840981075735, ""intercept"": 0.15047187463150508, ""unchanged"": 0.16433553723379257}"
A,native,rolling_observed,per_term,30,median,all,unchanged,66,22,2026-06-05,2026-06-26,2026-07-05,2026-07-26,0.4256757575757576,0.563518791060944,-0.36315151515151517,0.0,22,0,44,0,"{""down"": 5, ""flat"": 22, ""up"": 39}","{""down"": 0, ""flat"": 66, ""up"": 0}","{""down"": {""down"": 0, ""flat"": 5, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 22, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 39, ""up"": 0}}","{""down"": null, ""flat"": 0.3333333333333333, ""up"": null}","{""down"": 0.0, ""flat"": 1.0, ""up"": 0.0}",0,"{""history"": -0.2015383782148683, ""intercept"": -0.013863662602287496, ""unchanged"": 0.0}"
A,native,rolling_observed,per_term,30,p20,12,always_down,22,22,2026-06-05,2026-06-26,2026-07-05,2026-07-26,,,,,0,10,0,12,"{""down"": 0, ""flat"": 12, ""up"": 10}","{""down"": 22, ""flat"": 0, ""up"": 0}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 12, ""flat"": 0, ""up"": 0}, ""up"": {""down"": 10, ""flat"": 0, ""up"": 0}}","{""down"": 0.0, ""flat"": null, ""up"": null}","{""down"": null, ""flat"": 0.0, ""up"": 0.0}",0,"{""history"": null, ""intercept"": null, ""unchanged"": null}"
A,native,rolling_observed,per_term,30,p20,12,always_up,22,22,2026-06-05,2026-06-26,2026-07-05,2026-07-26,,,,,10,0,0,12,"{""down"": 0, ""flat"": 12, ""up"": 10}","{""down"": 0, ""flat"": 0, ""up"": 22}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 12}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 10}}","{""down"": null, ""flat"": null, ""up"": 0.45454545454545453}","{""down"": null, ""flat"": 0.0, ""up"": 1.0}",0,"{""history"": null, ""intercept"": null, ""unchanged"": null}"
A,native,rolling_observed,per_term,30,p20,12,history,22,22,2026-06-05,2026-06-26,2026-07-05,2026-07-26,0.28949080817781964,0.3192889001623557,0.19478861015001492,-0.33433852501823424,10,0,0,12,"{""down"": 0, ""flat"": 12, ""up"": 10}","{""down"": 0, ""flat"": 0, ""up"": 22}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 12}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 10}}","{""down"": null, ""flat"": null, ""up"": 0.45454545454545453}","{""down"": null, ""flat"": 0.0, ""up"": 1.0}",0,"{""history"": 0.0, ""intercept"": 0.008854075629485703, ""unchanged"": 0.07253626272327418}"
A,native,rolling_observed,per_term,30,p20,12,intercept,22,22,2026-06-05,2026-06-26,2026-07-05,2026-07-26,0.28063673254833393,0.30584421836130915,0.14827548461561618,-0.293527784635103,10,0,0,12,"{""down"": 0, ""flat"": 12, ""up"": 10}","{""down"": 0, ""flat"": 0, ""up"": 22}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 12}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 10}}","{""down"": null, ""flat"": null, ""up"": 0.45454545454545453}","{""down"": null, ""flat"": 0.0, ""up"": 1.0}",0,"{""history"": -0.008854075629485703, ""intercept"": 0.0, ""unchanged"": 0.06368218709378848}"
A,native,rolling_observed,per_term,30,p20,12,rolling,22,22,2026-06-05,2026-06-26,2026-07-05,2026-07-26,0.28371290427462864,0.31057990906436705,0.17112142608894437,-0.30770666122812274,10,0,0,12,"{""down"": 0, ""flat"": 12, ""up"": 10}","{""down"": 0, ""flat"": 0, ""up"": 22}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 12}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 10}}","{""down"": null, ""flat"": null, ""up"": 0.45454545454545453}","{""down"": null, ""flat"": 0.0, ""up"": 1.0}",0,"{""history"": -0.005777903903190995, ""intercept"": 0.0030761717262947075, ""unchanged"": 0.06675835882008319}"
A,native,rolling_observed,per_term,30,p20,12,unchanged,22,22,2026-06-05,2026-06-26,2026-07-05,2026-07-26,0.21695454545454546,0.330851312388346,-0.21022727272727273,0.0,12,0,10,0,"{""down"": 0, ""flat"": 12, ""up"": 10}","{""down"": 0, ""flat"": 22, ""up"": 0}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 12, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 10, ""up"": 0}}","{""down"": null, ""flat"": 0.5454545454545454, ""up"": null}","{""down"": null, ""flat"": 1.0, ""up"": 0.0}",0,"{""history"": -0.07253626272327418, ""intercept"": -0.06368218709378848, ""unchanged"": 0.0}"
A,native,rolling_observed,per_term,30,p20,24,always_down,22,22,2026-06-05,2026-06-26,2026-07-05,2026-07-26,,,,,0,9,0,13,"{""down"": 0, ""flat"": 13, ""up"": 9}","{""down"": 22, ""flat"": 0, ""up"": 0}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 13, ""flat"": 0, ""up"": 0}, ""up"": {""down"": 9, ""flat"": 0, ""up"": 0}}","{""down"": 0.0, ""flat"": null, ""up"": null}","{""down"": null, ""flat"": 0.0, ""up"": 0.0}",0,"{""history"": null, ""intercept"": null, ""unchanged"": null}"
