supplier,term,basis,date,median,offers,discount_offers,ids
Vattenfall Oy,12,observed_seller_data,2026-06-23,10.2300,3,1,acgoik-vattenfall-oy-taystuuli-12-kk;gdtt85-vattenfall-oy-taysvesi-12-kk;rpm6kl-vattenfall-oy-ilmasto-mix-12-kk-perusmaksut-0-ensimmaiset-3-kk
Porvoon Energia Oy,12,observed_seller_data,2026-06-23,9.9000,3,0,antbh5-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko;bqxc96-porvoon-energia-oy-eko-12-kk-luonnonsuojeluliiton-sertifioima-ekoenergia;wgjhkx-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu
Keravan Energia Oy,6,observed_seller_data,2026-06-23,10.5000,1,0,arpgon-keravan-energia-oy-perussahko-yleis-6-kk
Imatran Seudun Sähkö Oy,12,observed_seller_data,2026-06-23,9.9900,1,0,bk0hau-imatran-seudun-sahko-oy-voima-12-kk
Alajärven Sähkö Oy,12,observed_seller_data,2026-06-23,8.9900,1,0,bp5plr-alajarven-sahko-oy-yleissahko-12-kk
Nurmijärven Sähkö Oy,24,observed_seller_data,2026-06-23,9.4500,1,0,bxs18u-nurmijarven-sahko-oy-yleissahko-2-vuotta
Hehku Energia Oy,6,observed_seller_data,2026-06-23,9.4900,1,1,cnbsaj-hehku-energia-oy-hehku-kiintea-6-kk
Lammaisten Energia Oy,24,observed_seller_data,2026-06-23,9.9700,1,0,cnukun-lammaisten-energia-oy-iisi-helpposahko-yleissahko-24-kk
Äänekosken Energia Oy,24,observed_seller_data,2026-06-23,8.7000,1,0,cy10de-aanekosken-energia-oy-maalaisjarkisahko-yleissahko-24-kk-paastoton
Fortum Markets Oy,24,observed_seller_data,2026-06-23,8.8900,1,0,cy3svg-fortum-markets-oy-fortum-takuu-24-kk
Kokkolan Energia Oy,24,observed_seller_data,2026-06-23,9.4900,1,0,db42me-kokkolan-energia-oy-ranta-24-kk
Koillis-Satakunnan Sähkö Oy,12,observed_seller_data,2026-06-23,9.8200,2,2,dkzws6-koillis-satakunnan-sahko-oy-ikiwirta-12-kk;kwaswq-koillis-satakunnan-sahko-oy-vakaawirta-12-kk
Cheap Energy Finland Oy,6,observed_seller_data,2026-06-23,9.4500,1,1,dwwsck-cheap-energy-finland-oy-cheap-maaraaikainen-6-kk
Lumme Energia,24,observed_seller_data,2026-06-23,8.9900,1,1,efenp5-lumme-energia-vuosisahko-24-kk-hinta-joka-ei-heilu
Turku Energia Oy,24,observed_seller_data,2026-06-23,9.0400,1,0,ghpbvq-turku-energia-oy-louna-lahi-24kk
Köyliön-Säkylän Sähkö Oy,24,observed_seller_data,2026-06-23,8.6000,1,0,h8aymz-koylion-sakylan-sahko-oy-lallin-maaris-2v
Koillis-Satakunnan Sähkö Oy,24,observed_seller_data,2026-06-23,8.9700,1,1,h925l0-koillis-satakunnan-sahko-oy-vakaawirta-24-kk
Keravan Energia Oy,12,observed_seller_data,2026-06-23,9.3100,2,0,i5dqpd-keravan-energia-oy-perussahko-yleis-12-kk;sfb9w8-keravan-energia-oy-perussahko-luonnonvoima-12-kk
Vihreä Älyenergia Oy,24,observed_seller_data,2026-06-23,9.6400,2,0,ibjlix-vihrea-alyenergia-oy-vankka-kiintea-24kk-fossiilivapaa;rheghs-vihrea-alyenergia-oy-vire-tuuli-kiintea-24kk
Oomi Oy,6,observed_seller_data,2026-06-23,11.5900,1,0,im7tc9-oomi-oy-oomi-kiintea-6-kk
Porvoon Energia Oy,24,observed_seller_data,2026-06-23,9.3000,3,0,jcqcg6-porvoon-energia-oy-eko-24-kk-luonnonsuojeluliiton-sertifioima-ekoenergia;sbgyho-porvoon-energia-oy-wind-24-kk-kotimainen-tuulisahko;tgwimq-porvoon-energia-oy-ilmastoviisas-24-kk-co2-paastottomasti-tuotettu
Pohjois-Karjalan Sähkö Oy,12,observed_seller_data,2026-06-23,10.4800,1,0,kjngro-pohjois-karjalan-sahko-oy-optimi-takuu-12-kuukautta
Helen Oy,12,observed_seller_data,2026-06-23,9.7900,1,0,kzbzgp-helen-oy-maaraaikainen-perussahko-12-kk
Turku Energia Oy,6,observed_seller_data,2026-06-23,9.7900,1,0,ld1ezx-turku-energia-oy-louna-lahi-6kk
Alajärven Sähkö Oy,24,observed_seller_data,2026-06-23,8.7000,1,0,llpuxr-alajarven-sahko-oy-yleissahko-24-kk
Oomi Oy,24,observed_seller_data,2026-06-23,8.7900,1,0,mrqt8c-oomi-oy-oomi-kiintea-24-kk
Imatran Seudun Sähkö Oy,6,observed_seller_data,2026-06-23,11.6800,1,0,oll8jk-imatran-seudun-sahko-oy-voima-6-kk
Oomi Oy,12,observed_seller_data,2026-06-23,9.6900,1,0,otiose-oomi-oy-oomi-kiintea-12-kk
Vaasan Sähkö Myynti Oy,12,observed_seller_data,2026-06-23,9.7000,1,1,ouogbf-vaasan-sahko-myynti-oy-kiintea-12-kk-yleissahko
Lammaisten Energia Oy,12,observed_seller_data,2026-06-23,10.4200,1,0,psutqh-lammaisten-energia-oy-iisi-helpposahko-yleissahko-12-kk
Hehku Energia Oy,12,observed_seller_data,2026-06-23,9.3400,2,2,qwbm0d-hehku-energia-oy-hehku-hiilivapaa-12-kk-0-kuukausimaksu-ensimmaiset-3-kk;w55jce-hehku-energia-oy-hehku-kiintea-12-kk-0-kuukausimaksu-ensimmaiset-3-kk
Imatran Seudun Sähkö Oy,24,observed_seller_data,2026-06-23,8.8900,1,0,rk2ccs-imatran-seudun-sahko-oy-voima-24-kk
Helen Oy,24,observed_seller_data,2026-06-23,8.7900,1,0,s9eznx-helen-oy-maaraaikainen-perussahko-24-kk
Turku Energia Oy,12,observed_seller_data,2026-06-23,9.9000,1,0,sjgwig-turku-energia-oy-louna-lahi-12kk
Lumme Energia,6,observed_seller_data,2026-06-23,11.5900,1,0,sjjgjz-lumme-energia-vuosisahko-6-kk-hinta-joka-ei-heilu
Korpelan Energia Oy,12,observed_seller_data,2026-06-23,9.1500,1,0,ss6mma-korpelan-energia-oy-korpela-kesto-kiintea-12-kk
Pohjois-Karjalan Sähkö Oy,6,observed_seller_data,2026-06-23,10.7900,1,0,tkqczm-pohjois-karjalan-sahko-oy-optimi-takuu-6-kuukautta
Vaasan Sähkö Myynti Oy,6,observed_seller_data,2026-06-23,9.8800,1,1,ttdyeh-vaasan-sahko-myynti-oy-kiintea-6-kk-yleissahko
Paneliankosken Voima Oy,12,observed_seller_data,2026-06-23,9.1500,1,0,uwis01-paneliankosken-voima-oy-kosken-vuosiwoima-12-kk
Kokkolan Energia Oy,12,observed_seller_data,2026-06-23,9.8400,1,0,vmiah1-kokkolan-energia-oy-ranta-12-kk
Köyliön-Säkylän Sähkö Oy,12,observed_seller_data,2026-06-23,9.4000,1,0,vythji-koylion-sakylan-sahko-oy-lallin-maaris-1v
Vattenfall Oy,6,observed_seller_data,2026-06-23,10.3900,1,0,wktbhy-vattenfall-oy-ilmasto-mix-6-kk
Omavoima Oy,24,observed_seller_data,2026-06-23,8.9800,1,0,wliup0-omavoima-oy-oma-24kk-yleis
Pohjois-Karjalan Sähkö Oy,24,observed_seller_data,2026-06-23,8.9800,1,0,wrpkk9-pohjois-karjalan-sahko-oy-optimi-takuu-24-kuukautta
Helen Oy,6,observed_seller_data,2026-06-23,10.2900,1,0,xw1fx4-helen-oy-maaraaikainen-perussahko-6-kk
Cheap Energy Finland Oy,24,observed_seller_data,2026-06-23,8.6500,1,1,yjo87g-cheap-energy-finland-oy-cheap-maaraaikainen-24-kk-0-kuukausimaksu-ensimmaiset-4-kk
Äänekosken Energia Oy,6,observed_seller_data,2026-06-24,9.9000,1,0,23y54m-aanekosken-energia-oy-maalaisjarkisahko-yleissahko-6-kk-paastoton
Porvoon Energia Oy,24,observed_seller_data,2026-06-24,9.0000,3,0,2z3av9-porvoon-energia-oy-eko-24-kk-luonnonsuojeluliiton-sertifioima-ekoenergia;mfvb8v-porvoon-energia-oy-wind-24-kk-kotimainen-tuulisahko;ocs8yx-porvoon-energia-oy-ilmastoviisas-24-kk-co2-paastottomasti-tuotettu
Keravan Energia Oy,24,observed_seller_data,2026-06-24,8.6100,2,0,37h9kf-keravan-energia-oy-perussahko-yleissahko;kpricu-keravan-energia-oy-perussahko-luonnonvoima-24-kk
Omavoima Oy,12,observed_seller_data,2026-06-24,10.0700,1,0,4w4snx-omavoima-oy-oma-12kk-yleis
Paneliankosken Voima Oy,24,observed_seller_data,2026-06-24,8.7500,1,0,4wcfqc-paneliankosken-voima-oy-kosken-vuosiwoima-24-kk
Vattenfall Oy,24,observed_seller_data,2026-06-24,9.1600,3,1,6pfjmm-vattenfall-oy-taystuuli-24-kk;h2wg9d-vattenfall-oy-ilmasto-mix-24-kk-perusmaksut-0-ensimmaiset-6-kk;onvjwa-vattenfall-oy-taysvesi-24-kk
Kokkolan Energia Oy,24,observed_seller_data,2026-06-24,7.9900,1,0,7ledl9-kokkolan-energia-oy-ranta-24-kk
Vihreä Älyenergia Oy,12,observed_seller_data,2026-06-24,10.1400,2,0,7tzr90-vihrea-alyenergia-oy-vankka-kiintea-12kk-fossiilivapaa;ya9hke-vihrea-alyenergia-oy-vire-tuuli-kiintea-12kk
Kokkolan Energia Oy,6,observed_seller_data,2026-06-24,11.1150,2,0,8myebc-kokkolan-energia-oy-aalto-6-kk;s95xly-kokkolan-energia-oy-ranta-6-kk
Hehku Energia Oy,24,observed_seller_data,2026-06-24,8.8400,2,2,8nfzdh-hehku-energia-oy-hehku-hiilivapaa-24-kk-0-kuukausimaksu-ensimmaiset-6-kk;q9yyrm-hehku-energia-oy-hehku-kiintea-24-kk-0-kuukausimaksu-ensimmaiset-3-kk
Nurmijärven Sähkö Oy,12,observed_seller_data,2026-06-24,10.4500,1,0,9rfo6y-nurmijarven-sahko-oy-yleissahko-1-vuotta
Äänekosken Energia Oy,12,observed_seller_data,2026-06-24,9.5000,1,0,9rj3gn-aanekosken-energia-oy-maalaisjarkisahko-yleissahko-12-kk-paastoton
Vaasan Sähkö Myynti Oy,24,observed_seller_data,2026-06-24,8.8900,1,1,9swyuo-vaasan-sahko-myynti-oy-kiintea-24-kk-yleissahko
Vattenfall Oy,12,observed_seller_data,2026-06-24,10.2300,3,1,acgoik-vattenfall-oy-taystuuli-12-kk;gdtt85-vattenfall-oy-taysvesi-12-kk;rpm6kl-vattenfall-oy-ilmasto-mix-12-kk-perusmaksut-0-ensimmaiset-3-kk
Keravan Energia Oy,6,observed_seller_data,2026-06-24,10.5000,1,0,arpgon-keravan-energia-oy-perussahko-yleis-6-kk
Imatran Seudun Sähkö Oy,12,observed_seller_data,2026-06-24,9.9900,1,0,bk0hau-imatran-seudun-sahko-oy-voima-12-kk
Alajärven Sähkö Oy,12,observed_seller_data,2026-06-24,8.9900,1,0,bp5plr-alajarven-sahko-oy-yleissahko-12-kk
Nurmijärven Sähkö Oy,24,observed_seller_data,2026-06-24,9.4500,1,0,bxs18u-nurmijarven-sahko-oy-yleissahko-2-vuotta
Hehku Energia Oy,6,observed_seller_data,2026-06-24,9.4900,1,1,cnbsaj-hehku-energia-oy-hehku-kiintea-6-kk
Lammaisten Energia Oy,24,observed_seller_data,2026-06-24,9.9700,1,0,cnukun-lammaisten-energia-oy-iisi-helpposahko-yleissahko-24-kk
Lumme Energia,12,observed_seller_data,2026-06-24,9.6900,1,0,cscnsm-lumme-energia-vuosisahko-12-kk-hinta-joka-ei-heilu
Äänekosken Energia Oy,24,observed_seller_data,2026-06-24,8.7000,1,0,cy10de-aanekosken-energia-oy-maalaisjarkisahko-yleissahko-24-kk-paastoton
Fortum Markets Oy,24,observed_seller_data,2026-06-24,8.8900,1,0,cy3svg-fortum-markets-oy-fortum-takuu-24-kk
Koillis-Satakunnan Sähkö Oy,12,observed_seller_data,2026-06-24,9.8200,2,2,dkzws6-koillis-satakunnan-sahko-oy-ikiwirta-12-kk;kwaswq-koillis-satakunnan-sahko-oy-vakaawirta-12-kk
Cheap Energy Finland Oy,6,observed_seller_data,2026-06-24,9.4500,1,1,dwwsck-cheap-energy-finland-oy-cheap-maaraaikainen-6-kk
Porvoon Energia Oy,12,observed_seller_data,2026-06-24,9.6000,3,0,fa38hn-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu;p4ajie-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko;psk5hy-porvoon-energia-oy-eko-12-kk-luonnonsuojeluliiton-sertifioima-ekoenergia
Turku Energia Oy,24,observed_seller_data,2026-06-24,9.0400,1,0,ghpbvq-turku-energia-oy-louna-lahi-24kk
Köyliön-Säkylän Sähkö Oy,24,observed_seller_data,2026-06-24,8.6000,1,0,h8aymz-koylion-sakylan-sahko-oy-lallin-maaris-2v
Koillis-Satakunnan Sähkö Oy,24,observed_seller_data,2026-06-24,8.9700,1,1,h925l0-koillis-satakunnan-sahko-oy-vakaawirta-24-kk
Keravan Energia Oy,12,observed_seller_data,2026-06-24,9.3100,2,0,i5dqpd-keravan-energia-oy-perussahko-yleis-12-kk;sfb9w8-keravan-energia-oy-perussahko-luonnonvoima-12-kk
Vihreä Älyenergia Oy,24,observed_seller_data,2026-06-24,9.6400,2,0,ibjlix-vihrea-alyenergia-oy-vankka-kiintea-24kk-fossiilivapaa;rheghs-vihrea-alyenergia-oy-vire-tuuli-kiintea-24kk
Oomi Oy,6,observed_seller_data,2026-06-24,11.5900,1,0,im7tc9-oomi-oy-oomi-kiintea-6-kk
Pohjois-Karjalan Sähkö Oy,12,observed_seller_data,2026-06-24,10.4800,1,0,kjngro-pohjois-karjalan-sahko-oy-optimi-takuu-12-kuukautta
Helen Oy,12,observed_seller_data,2026-06-24,9.7900,1,0,kzbzgp-helen-oy-maaraaikainen-perussahko-12-kk
Turku Energia Oy,6,observed_seller_data,2026-06-24,9.7900,1,0,ld1ezx-turku-energia-oy-louna-lahi-6kk
Alajärven Sähkö Oy,24,observed_seller_data,2026-06-24,8.7000,1,0,llpuxr-alajarven-sahko-oy-yleissahko-24-kk
Lumme Energia,24,observed_seller_data,2026-06-24,8.7900,1,0,mgyuz4-lumme-energia-vuosisahko-24-kk-hinta-joka-ei-heilu
Oomi Oy,24,observed_seller_data,2026-06-24,8.7900,1,0,mrqt8c-oomi-oy-oomi-kiintea-24-kk
Imatran Seudun Sähkö Oy,6,observed_seller_data,2026-06-24,11.6800,1,0,oll8jk-imatran-seudun-sahko-oy-voima-6-kk
Oomi Oy,12,observed_seller_data,2026-06-24,9.6900,1,0,otiose-oomi-oy-oomi-kiintea-12-kk
Vaasan Sähkö Myynti Oy,12,observed_seller_data,2026-06-24,9.7000,1,1,ouogbf-vaasan-sahko-myynti-oy-kiintea-12-kk-yleissahko
Lammaisten Energia Oy,12,observed_seller_data,2026-06-24,10.4200,1,0,psutqh-lammaisten-energia-oy-iisi-helpposahko-yleissahko-12-kk
Hehku Energia Oy,12,observed_seller_data,2026-06-24,9.3400,2,2,qwbm0d-hehku-energia-oy-hehku-hiilivapaa-12-kk-0-kuukausimaksu-ensimmaiset-3-kk;w55jce-hehku-energia-oy-hehku-kiintea-12-kk-0-kuukausimaksu-ensimmaiset-3-kk
Imatran Seudun Sähkö Oy,24,observed_seller_data,2026-06-24,8.8900,1,0,rk2ccs-imatran-seudun-sahko-oy-voima-24-kk
Helen Oy,24,observed_seller_data,2026-06-24,8.7900,1,0,s9eznx-helen-oy-maaraaikainen-perussahko-24-kk
Turku Energia Oy,12,observed_seller_data,2026-06-24,9.9000,1,0,sjgwig-turku-energia-oy-louna-lahi-12kk
Lumme Energia,6,observed_seller_data,2026-06-24,11.5900,1,0,sjjgjz-lumme-energia-vuosisahko-6-kk-hinta-joka-ei-heilu
Pohjois-Karjalan Sähkö Oy,6,observed_seller_data,2026-06-24,10.7900,1,0,tkqczm-pohjois-karjalan-sahko-oy-optimi-takuu-6-kuukautta
Korpelan Energia Oy,12,observed_seller_data,2026-06-24,8.9500,1,0,tsafib-korpelan-energia-oy-korpela-kesto-kiintea-12-kk
Vaasan Sähkö Myynti Oy,6,observed_seller_data,2026-06-24,9.8800,1,1,ttdyeh-vaasan-sahko-myynti-oy-kiintea-6-kk-yleissahko
Paneliankosken Voima Oy,12,observed_seller_data,2026-06-24,9.1500,1,0,uwis01-paneliankosken-voima-oy-kosken-vuosiwoima-12-kk
Kokkolan Energia Oy,12,observed_seller_data,2026-06-24,9.8400,1,0,vmiah1-kokkolan-energia-oy-ranta-12-kk
Köyliön-Säkylän Sähkö Oy,12,observed_seller_data,2026-06-24,9.4000,1,0,vythji-koylion-sakylan-sahko-oy-lallin-maaris-1v
Vattenfall Oy,6,observed_seller_data,2026-06-24,10.3900,1,0,wktbhy-vattenfall-oy-ilmasto-mix-6-kk
Omavoima Oy,24,observed_seller_data,2026-06-24,8.9800,1,0,wliup0-omavoima-oy-oma-24kk-yleis
Pohjois-Karjalan Sähkö Oy,24,observed_seller_data,2026-06-24,8.9800,1,0,wrpkk9-pohjois-karjalan-sahko-oy-optimi-takuu-24-kuukautta
Helen Oy,6,observed_seller_data,2026-06-24,10.2900,1,0,xw1fx4-helen-oy-maaraaikainen-perussahko-6-kk
Cheap Energy Finland Oy,24,observed_seller_data,2026-06-24,8.6500,1,1,yjo87g-cheap-energy-finland-oy-cheap-maaraaikainen-24-kk-0-kuukausimaksu-ensimmaiset-4-kk
Äänekosken Energia Oy,6,observed_seller_data,2026-06-25,9.9000,1,0,23y54m-aanekosken-energia-oy-maalaisjarkisahko-yleissahko-6-kk-paastoton
Porvoon Energia Oy,24,observed_seller_data,2026-06-25,9.0000,3,0,2z3av9-porvoon-energia-oy-eko-24-kk-luonnonsuojeluliiton-sertifioima-ekoenergia;mfvb8v-porvoon-energia-oy-wind-24-kk-kotimainen-tuulisahko;ocs8yx-porvoon-energia-oy-ilmastoviisas-24-kk-co2-paastottomasti-tuotettu
Keravan Energia Oy,24,observed_seller_data,2026-06-25,8.6100,2,0,37h9kf-keravan-energia-oy-perussahko-yleissahko;kpricu-keravan-energia-oy-perussahko-luonnonvoima-24-kk
Omavoima Oy,12,observed_seller_data,2026-06-25,10.0700,1,0,4w4snx-omavoima-oy-oma-12kk-yleis
Paneliankosken Voima Oy,24,observed_seller_data,2026-06-25,8.7500,1,0,4wcfqc-paneliankosken-voima-oy-kosken-vuosiwoima-24-kk
Vattenfall Oy,24,observed_seller_data,2026-06-25,9.1600,3,1,6pfjmm-vattenfall-oy-taystuuli-24-kk;h2wg9d-vattenfall-oy-ilmasto-mix-24-kk-perusmaksut-0-ensimmaiset-6-kk;onvjwa-vattenfall-oy-taysvesi-24-kk
Kokkolan Energia Oy,24,observed_seller_data,2026-06-25,7.9900,1,0,7ledl9-kokkolan-energia-oy-ranta-24-kk
Vihreä Älyenergia Oy,12,observed_seller_data,2026-06-25,10.1400,2,0,7tzr90-vihrea-alyenergia-oy-vankka-kiintea-12kk-fossiilivapaa;ya9hke-vihrea-alyenergia-oy-vire-tuuli-kiintea-12kk
Kokkolan Energia Oy,6,observed_seller_data,2026-06-25,11.1150,2,0,8myebc-kokkolan-energia-oy-aalto-6-kk;s95xly-kokkolan-energia-oy-ranta-6-kk
Hehku Energia Oy,24,observed_seller_data,2026-06-25,8.8400,2,2,8nfzdh-hehku-energia-oy-hehku-hiilivapaa-24-kk-0-kuukausimaksu-ensimmaiset-6-kk;q9yyrm-hehku-energia-oy-hehku-kiintea-24-kk-0-kuukausimaksu-ensimmaiset-3-kk
Nurmijärven Sähkö Oy,12,observed_seller_data,2026-06-25,10.4500,1,0,9rfo6y-nurmijarven-sahko-oy-yleissahko-1-vuotta
Äänekosken Energia Oy,12,observed_seller_data,2026-06-25,9.5000,1,0,9rj3gn-aanekosken-energia-oy-maalaisjarkisahko-yleissahko-12-kk-paastoton
Vattenfall Oy,12,observed_seller_data,2026-06-25,10.2300,3,1,acgoik-vattenfall-oy-taystuuli-12-kk;gdtt85-vattenfall-oy-taysvesi-12-kk;rpm6kl-vattenfall-oy-ilmasto-mix-12-kk-perusmaksut-0-ensimmaiset-3-kk
Keravan Energia Oy,6,observed_seller_data,2026-06-25,10.5000,1,0,arpgon-keravan-energia-oy-perussahko-yleis-6-kk
Imatran Seudun Sähkö Oy,12,observed_seller_data,2026-06-25,9.9900,1,0,bk0hau-imatran-seudun-sahko-oy-voima-12-kk
Alajärven Sähkö Oy,12,observed_seller_data,2026-06-25,8.9900,1,0,bp5plr-alajarven-sahko-oy-yleissahko-12-kk
Nurmijärven Sähkö Oy,24,observed_seller_data,2026-06-25,9.4500,1,0,bxs18u-nurmijarven-sahko-oy-yleissahko-2-vuotta
Hehku Energia Oy,6,observed_seller_data,2026-06-25,9.4900,1,1,cnbsaj-hehku-energia-oy-hehku-kiintea-6-kk
Lammaisten Energia Oy,24,observed_seller_data,2026-06-25,9.9700,1,0,cnukun-lammaisten-energia-oy-iisi-helpposahko-yleissahko-24-kk
Lumme Energia,12,observed_seller_data,2026-06-25,9.6900,1,0,cscnsm-lumme-energia-vuosisahko-12-kk-hinta-joka-ei-heilu
Äänekosken Energia Oy,24,observed_seller_data,2026-06-25,8.7000,1,0,cy10de-aanekosken-energia-oy-maalaisjarkisahko-yleissahko-24-kk-paastoton
Fortum Markets Oy,24,observed_seller_data,2026-06-25,8.8900,1,0,cy3svg-fortum-markets-oy-fortum-takuu-24-kk
Koillis-Satakunnan Sähkö Oy,12,observed_seller_data,2026-06-25,9.8200,2,2,dkzws6-koillis-satakunnan-sahko-oy-ikiwirta-12-kk;kwaswq-koillis-satakunnan-sahko-oy-vakaawirta-12-kk
Cheap Energy Finland Oy,6,observed_seller_data,2026-06-25,9.4500,1,1,dwwsck-cheap-energy-finland-oy-cheap-maaraaikainen-6-kk
Porvoon Energia Oy,12,observed_seller_data,2026-06-25,9.6000,3,0,fa38hn-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu;p4ajie-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko;psk5hy-porvoon-energia-oy-eko-12-kk-luonnonsuojeluliiton-sertifioima-ekoenergia
Turku Energia Oy,24,observed_seller_data,2026-06-25,9.0400,1,0,ghpbvq-turku-energia-oy-louna-lahi-24kk
Köyliön-Säkylän Sähkö Oy,24,observed_seller_data,2026-06-25,8.6000,1,0,h8aymz-koylion-sakylan-sahko-oy-lallin-maaris-2v
Koillis-Satakunnan Sähkö Oy,24,observed_seller_data,2026-06-25,8.9700,1,1,h925l0-koillis-satakunnan-sahko-oy-vakaawirta-24-kk
Keravan Energia Oy,12,observed_seller_data,2026-06-25,9.3100,2,0,i5dqpd-keravan-energia-oy-perussahko-yleis-12-kk;sfb9w8-keravan-energia-oy-perussahko-luonnonvoima-12-kk
Vihreä Älyenergia Oy,24,observed_seller_data,2026-06-25,9.6400,2,0,ibjlix-vihrea-alyenergia-oy-vankka-kiintea-24kk-fossiilivapaa;rheghs-vihrea-alyenergia-oy-vire-tuuli-kiintea-24kk
Oomi Oy,6,observed_seller_data,2026-06-25,11.5900,1,0,im7tc9-oomi-oy-oomi-kiintea-6-kk
Pohjois-Karjalan Sähkö Oy,12,observed_seller_data,2026-06-25,10.4800,1,0,kjngro-pohjois-karjalan-sahko-oy-optimi-takuu-12-kuukautta
Helen Oy,12,observed_seller_data,2026-06-25,9.7900,1,0,kzbzgp-helen-oy-maaraaikainen-perussahko-12-kk
Turku Energia Oy,6,observed_seller_data,2026-06-25,9.7900,1,0,ld1ezx-turku-energia-oy-louna-lahi-6kk
Alajärven Sähkö Oy,24,observed_seller_data,2026-06-25,8.7000,1,0,llpuxr-alajarven-sahko-oy-yleissahko-24-kk
Vaasan Sähkö Myynti Oy,24,observed_seller_data,2026-06-25,8.4400,1,1,m8awke-vaasan-sahko-myynti-oy-kiintea-24-kk-yleissahko
Lumme Energia,24,observed_seller_data,2026-06-25,8.7900,1,0,mgyuz4-lumme-energia-vuosisahko-24-kk-hinta-joka-ei-heilu
Oomi Oy,24,observed_seller_data,2026-06-25,8.7900,1,0,mrqt8c-oomi-oy-oomi-kiintea-24-kk
Imatran Seudun Sähkö Oy,6,observed_seller_data,2026-06-25,11.6800,1,0,oll8jk-imatran-seudun-sahko-oy-voima-6-kk
Oomi Oy,12,observed_seller_data,2026-06-25,9.6900,1,0,otiose-oomi-oy-oomi-kiintea-12-kk
Vaasan Sähkö Myynti Oy,12,observed_seller_data,2026-06-25,9.0400,1,1,p1uafq-vaasan-sahko-myynti-oy-kiintea-12-kk-yleissahko
Lammaisten Energia Oy,12,observed_seller_data,2026-06-25,10.4200,1,0,psutqh-lammaisten-energia-oy-iisi-helpposahko-yleissahko-12-kk
Hehku Energia Oy,12,observed_seller_data,2026-06-25,9.3400,2,2,qwbm0d-hehku-energia-oy-hehku-hiilivapaa-12-kk-0-kuukausimaksu-ensimmaiset-3-kk;w55jce-hehku-energia-oy-hehku-kiintea-12-kk-0-kuukausimaksu-ensimmaiset-3-kk
Imatran Seudun Sähkö Oy,24,observed_seller_data,2026-06-25,8.8900,1,0,rk2ccs-imatran-seudun-sahko-oy-voima-24-kk
Helen Oy,24,observed_seller_data,2026-06-25,8.7900,1,0,s9eznx-helen-oy-maaraaikainen-perussahko-24-kk
Turku Energia Oy,12,observed_seller_data,2026-06-25,9.9000,1,0,sjgwig-turku-energia-oy-louna-lahi-12kk
Lumme Energia,6,observed_seller_data,2026-06-25,11.5900,1,0,sjjgjz-lumme-energia-vuosisahko-6-kk-hinta-joka-ei-heilu
Pohjois-Karjalan Sähkö Oy,6,observed_seller_data,2026-06-25,10.7900,1,0,tkqczm-pohjois-karjalan-sahko-oy-optimi-takuu-6-kuukautta
Korpelan Energia Oy,12,observed_seller_data,2026-06-25,8.9500,1,0,tsafib-korpelan-energia-oy-korpela-kesto-kiintea-12-kk
Vaasan Sähkö Myynti Oy,6,observed_seller_data,2026-06-25,9.8800,1,1,ttdyeh-vaasan-sahko-myynti-oy-kiintea-6-kk-yleissahko
Paneliankosken Voima Oy,12,observed_seller_data,2026-06-25,9.1500,1,0,uwis01-paneliankosken-voima-oy-kosken-vuosiwoima-12-kk
Kokkolan Energia Oy,12,observed_seller_data,2026-06-25,9.8400,1,0,vmiah1-kokkolan-energia-oy-ranta-12-kk
Köyliön-Säkylän Sähkö Oy,12,observed_seller_data,2026-06-25,9.4000,1,0,vythji-koylion-sakylan-sahko-oy-lallin-maaris-1v
Vattenfall Oy,6,observed_seller_data,2026-06-25,10.3900,1,0,wktbhy-vattenfall-oy-ilmasto-mix-6-kk
Omavoima Oy,24,observed_seller_data,2026-06-25,8.9800,1,0,wliup0-omavoima-oy-oma-24kk-yleis
Pohjois-Karjalan Sähkö Oy,24,observed_seller_data,2026-06-25,8.9800,1,0,wrpkk9-pohjois-karjalan-sahko-oy-optimi-takuu-24-kuukautta
Helen Oy,6,observed_seller_data,2026-06-25,10.2900,1,0,xw1fx4-helen-oy-maaraaikainen-perussahko-6-kk
Cheap Energy Finland Oy,24,observed_seller_data,2026-06-25,8.6500,1,1,yjo87g-cheap-energy-finland-oy-cheap-maaraaikainen-24-kk-0-kuukausimaksu-ensimmaiset-4-kk
Äänekosken Energia Oy,6,observed_seller_data,2026-06-26,9.9000,1,0,23y54m-aanekosken-energia-oy-maalaisjarkisahko-yleissahko-6-kk-paastoton
Porvoon Energia Oy,24,observed_seller_data,2026-06-26,9.0000,3,0,2z3av9-porvoon-energia-oy-eko-24-kk-luonnonsuojeluliiton-sertifioima-ekoenergia;mfvb8v-porvoon-energia-oy-wind-24-kk-kotimainen-tuulisahko;ocs8yx-porvoon-energia-oy-ilmastoviisas-24-kk-co2-paastottomasti-tuotettu
