cohort,model,id,fit_id,term,issue,target,basis,current,actual,prediction_price,prediction_delta,delta_source,actual_delta,saved_direction,actual_class
older57,always_up,observed_seller_data|6|7|2026-06-20|30,rolling_observed_seller_data|7|30|2026-06-20,6,2026-06-20,2026-07-20,observed_seller_data,10.49,11.42,,,direction_only_control,0.9300,,up
older57,always_up,observed_seller_data|6|7|2026-06-21|30,rolling_observed_seller_data|7|30|2026-06-21,6,2026-06-21,2026-07-21,observed_seller_data,10.49,11.575,,,direction_only_control,1.0850,,up
older57,always_up,observed_seller_data|6|7|2026-06-22|30,rolling_observed_seller_data|7|30|2026-06-22,6,2026-06-22,2026-07-22,observed_seller_data,10.49,11.6042,,,direction_only_control,1.1142,,up
older57,always_up,observed_seller_data|6|7|2026-06-23|30,rolling_observed_seller_data|7|30|2026-06-23,6,2026-06-23,2026-07-23,observed_seller_data,10.39,11.6488,,,direction_only_control,1.2588,,up
older57,always_up,observed_seller_data|6|7|2026-06-24|30,rolling_observed_seller_data|7|30|2026-06-24,6,2026-06-24,2026-07-24,observed_seller_data,10.39,11.6488,,,direction_only_control,1.2588,,up
older57,always_up,observed_seller_data|6|7|2026-06-25|30,rolling_observed_seller_data|7|30|2026-06-25,6,2026-06-25,2026-07-25,observed_seller_data,10.39,11.8096,,,direction_only_control,1.4196,,up
older57,always_up,observed_seller_data|6|7|2026-06-26|30,rolling_observed_seller_data|7|30|2026-06-26,6,2026-06-26,2026-07-26,observed_seller_data,10.39,11.8096,,,direction_only_control,1.4196,,up
older57,basket,observed_seller_data|12|7|2026-06-08|30,rolling_observed_seller_data|7|30|2026-06-08,12,2026-06-08,2026-07-08,observed_seller_data,10.09,9.815,11.010095471565045,0.920095471565045,unrounded_price_minus_current,-0.2750,,down
older57,basket,observed_seller_data|12|7|2026-06-09|30,rolling_observed_seller_data|7|30|2026-06-09,12,2026-06-09,2026-07-09,observed_seller_data,10.09,9.935,10.882310624771039,0.792310624771039,unrounded_price_minus_current,-0.1550,,down
older57,basket,observed_seller_data|12|7|2026-06-10|30,rolling_observed_seller_data|7|30|2026-06-10,12,2026-06-10,2026-07-10,observed_seller_data,10.1,10.025,10.732993431179365,0.632993431179365,unrounded_price_minus_current,-0.0750,,flat
older57,basket,observed_seller_data|12|7|2026-06-11|30,rolling_observed_seller_data|7|30|2026-06-11,12,2026-06-11,2026-07-11,observed_seller_data,10.1,10.08,10.616113980414768,0.516113980414768,unrounded_price_minus_current,-0.0200,,flat
older57,basket,observed_seller_data|12|7|2026-06-12|30,rolling_observed_seller_data|7|30|2026-06-12,12,2026-06-12,2026-07-12,observed_seller_data,10.1,10.08,10.57240952089758,0.47240952089758,unrounded_price_minus_current,-0.0200,,flat
older57,basket,observed_seller_data|12|7|2026-06-13|30,rolling_observed_seller_data|7|30|2026-06-13,12,2026-06-13,2026-07-13,observed_seller_data,10.1,10.08,10.490584696076208,0.390584696076208,unrounded_price_minus_current,-0.0200,,flat
older57,basket,observed_seller_data|12|7|2026-06-14|30,rolling_observed_seller_data|7|30|2026-06-14,12,2026-06-14,2026-07-14,observed_seller_data,10.1,10.08,10.50456335334402,0.40456335334402,unrounded_price_minus_current,-0.0200,,flat
older57,basket,observed_seller_data|12|7|2026-06-15|30,rolling_observed_seller_data|7|30|2026-06-15,12,2026-06-15,2026-07-15,observed_seller_data,10.1,10.08,10.504363866296654,0.404363866296654,unrounded_price_minus_current,-0.0200,,flat
older57,basket,observed_seller_data|12|7|2026-06-16|30,rolling_observed_seller_data|7|30|2026-06-16,12,2026-06-16,2026-07-16,observed_seller_data,10.1,10.09,10.424477438480569,0.324477438480569,unrounded_price_minus_current,-0.0100,,flat
older57,basket,observed_seller_data|12|7|2026-06-17|30,rolling_observed_seller_data|7|30|2026-06-17,12,2026-06-17,2026-07-17,observed_seller_data,10.07,10.1682,10.469267498321871,0.399267498321871,unrounded_price_minus_current,0.0982,,flat
older57,basket,observed_seller_data|12|7|2026-06-18|30,rolling_observed_seller_data|7|30|2026-06-18,12,2026-06-18,2026-07-18,observed_seller_data,9.9,10.3288,9.996068290978002,0.096068290978002,unrounded_price_minus_current,0.4288,,up
older57,basket,observed_seller_data|12|7|2026-06-19|30,rolling_observed_seller_data|7|30|2026-06-19,12,2026-06-19,2026-07-19,observed_seller_data,9.9,10.3288,9.903239964975002,0.003239964975002,unrounded_price_minus_current,0.4288,,up
older57,basket,observed_seller_data|12|7|2026-06-20|30,rolling_observed_seller_data|7|30|2026-06-20,12,2026-06-20,2026-07-20,observed_seller_data,9.9,10.3288,10.085565874630676,0.185565874630676,unrounded_price_minus_current,0.4288,,up
older57,basket,observed_seller_data|12|7|2026-06-21|30,rolling_observed_seller_data|7|30|2026-06-21,12,2026-06-21,2026-07-21,observed_seller_data,9.9,10.3513,10.111152295745438,0.211152295745438,unrounded_price_minus_current,0.4513,,up
older57,basket,observed_seller_data|12|7|2026-06-22|30,rolling_observed_seller_data|7|30|2026-06-22,12,2026-06-22,2026-07-22,observed_seller_data,9.9,10.42,10.121116064345243,0.221116064345243,unrounded_price_minus_current,0.5200,,up
older57,basket,observed_seller_data|12|7|2026-06-23|30,rolling_observed_seller_data|7|30|2026-06-23,12,2026-06-23,2026-07-23,observed_seller_data,9.9,10.435,10.066387377924526,0.166387377924526,unrounded_price_minus_current,0.5350,,up
older57,basket,observed_seller_data|12|7|2026-06-24|30,rolling_observed_seller_data|7|30|2026-06-24,12,2026-06-24,2026-07-24,observed_seller_data,9.815,10.4667,9.92470917198277,0.10970917198277,unrounded_price_minus_current,0.6517,,up
older57,basket,observed_seller_data|12|7|2026-06-25|30,rolling_observed_seller_data|7|30|2026-06-25,12,2026-06-25,2026-07-25,observed_seller_data,9.815,10.48,10.183062106874502,0.368062106874502,unrounded_price_minus_current,0.6650,,up
older57,basket,observed_seller_data|12|7|2026-06-26|30,rolling_observed_seller_data|7|30|2026-06-26,12,2026-06-26,2026-07-26,observed_seller_data,9.7575,10.48,10.124365393483707,0.366865393483707,unrounded_price_minus_current,0.7225,,up
older57,basket,observed_seller_data|24|7|2026-06-08|30,rolling_observed_seller_data|7|30|2026-06-08,24,2026-06-08,2026-07-08,observed_seller_data,9.06,8.96,9.887127025240208,0.827127025240208,unrounded_price_minus_current,-0.1000,,flat
older57,basket,observed_seller_data|24|7|2026-06-09|30,rolling_observed_seller_data|7|30|2026-06-09,24,2026-06-09,2026-07-09,observed_seller_data,9.07,8.99,9.815764231903238,0.745764231903238,unrounded_price_minus_current,-0.0800,,flat
older57,basket,observed_seller_data|24|7|2026-06-10|30,rolling_observed_seller_data|7|30|2026-06-10,24,2026-06-10,2026-07-10,observed_seller_data,9.06,8.99,9.66442133833423,0.60442133833423,unrounded_price_minus_current,-0.0700,,flat
older57,basket,observed_seller_data|24|7|2026-06-11|30,rolling_observed_seller_data|7|30|2026-06-11,24,2026-06-11,2026-07-11,observed_seller_data,9.08,9.045,9.638986699456972,0.558986699456972,unrounded_price_minus_current,-0.0350,,flat
older57,basket,observed_seller_data|24|7|2026-06-12|30,rolling_observed_seller_data|7|30|2026-06-12,24,2026-06-12,2026-07-12,observed_seller_data,9.08,8.99,9.70473744522832,0.62473744522832,unrounded_price_minus_current,-0.0900,,flat
older57,basket,observed_seller_data|24|7|2026-06-13|30,rolling_observed_seller_data|7|30|2026-06-13,24,2026-06-13,2026-07-13,observed_seller_data,9.07,9.1,9.630497049564465,0.560497049564465,unrounded_price_minus_current,0.0300,,flat
older57,basket,observed_seller_data|24|7|2026-06-14|30,rolling_observed_seller_data|7|30|2026-06-14,24,2026-06-14,2026-07-14,observed_seller_data,9.07,9.1469,9.635058158818586,0.565058158818586,unrounded_price_minus_current,0.0769,,flat
older57,basket,observed_seller_data|24|7|2026-06-15|30,rolling_observed_seller_data|7|30|2026-06-15,24,2026-06-15,2026-07-15,observed_seller_data,9.05,9.19,9.511098659825413,0.461098659825413,unrounded_price_minus_current,0.1400,,flat
older57,basket,observed_seller_data|24|7|2026-06-16|30,rolling_observed_seller_data|7|30|2026-06-16,24,2026-06-16,2026-07-16,observed_seller_data,9.05,9.39,9.46606801904153,0.41606801904153,unrounded_price_minus_current,0.3400,,up
older57,basket,observed_seller_data|24|7|2026-06-17|30,rolling_observed_seller_data|7|30|2026-06-17,24,2026-06-17,2026-07-17,observed_seller_data,9.015,9.39,9.481489326540498,0.466489326540498,unrounded_price_minus_current,0.3750,,up
older57,basket,observed_seller_data|24|7|2026-06-18|30,rolling_observed_seller_data|7|30|2026-06-18,24,2026-06-18,2026-07-18,observed_seller_data,8.99,9.39,9.329563990913128,0.339563990913128,unrounded_price_minus_current,0.4000,,up
older57,basket,observed_seller_data|24|7|2026-06-19|30,rolling_observed_seller_data|7|30|2026-06-19,24,2026-06-19,2026-07-19,observed_seller_data,8.99,9.39,9.255020480183653,0.265020480183653,unrounded_price_minus_current,0.4000,,up
older57,basket,observed_seller_data|24|7|2026-06-20|30,rolling_observed_seller_data|7|30|2026-06-20,24,2026-06-20,2026-07-20,observed_seller_data,8.99,9.39,9.380554856413456,0.390554856413456,unrounded_price_minus_current,0.4000,,up
older57,basket,observed_seller_data|24|7|2026-06-21|30,rolling_observed_seller_data|7|30|2026-06-21,24,2026-06-21,2026-07-21,observed_seller_data,8.99,9.4,9.400857047600795,0.410857047600795,unrounded_price_minus_current,0.4100,,up
older57,basket,observed_seller_data|24|7|2026-06-22|30,rolling_observed_seller_data|7|30|2026-06-22,24,2026-06-22,2026-07-22,observed_seller_data,8.99,9.46,9.433156550574871,0.443156550574871,unrounded_price_minus_current,0.4700,,up
older57,basket,observed_seller_data|24|7|2026-06-23|30,rolling_observed_seller_data|7|30|2026-06-23,24,2026-06-23,2026-07-23,observed_seller_data,8.985,9.4919,9.380541326261397,0.395541326261397,unrounded_price_minus_current,0.5069,,up
older57,basket,observed_seller_data|24|7|2026-06-24|30,rolling_observed_seller_data|7|30|2026-06-24,24,2026-06-24,2026-07-24,observed_seller_data,8.9559,9.56,9.382142767176587,0.426242767176587,unrounded_price_minus_current,0.6041,,up
older57,basket,observed_seller_data|24|7|2026-06-25|30,rolling_observed_seller_data|7|30|2026-06-25,24,2026-06-25,2026-07-25,observed_seller_data,8.9559,9.59,9.446424363460244,0.490524363460244,unrounded_price_minus_current,0.6341,,up
older57,basket,observed_seller_data|24|7|2026-06-26|30,rolling_observed_seller_data|7|30|2026-06-26,24,2026-06-26,2026-07-26,observed_seller_data,8.9559,9.59,9.499604691460862,0.543704691460862,unrounded_price_minus_current,0.6341,,up
older57,basket,observed_seller_data|6|7|2026-06-08|30,rolling_observed_seller_data|7|30|2026-06-08,6,2026-06-08,2026-07-08,observed_seller_data,10.5,10.6844,13.165367680869819,2.665367680869819,unrounded_price_minus_current,0.1844,,up
older57,basket,observed_seller_data|6|7|2026-06-09|30,rolling_observed_seller_data|7|30|2026-06-09,6,2026-06-09,2026-07-09,observed_seller_data,10.5,10.79,13.053161928590967,2.553161928590967,unrounded_price_minus_current,0.2900,,up
older57,basket,observed_seller_data|6|7|2026-06-10|30,rolling_observed_seller_data|7|30|2026-06-10,6,2026-06-10,2026-07-10,observed_seller_data,10.545,11.05,13.109668824263622,2.564668824263622,unrounded_price_minus_current,0.5050,,up
older57,basket,observed_seller_data|6|7|2026-06-11|30,rolling_observed_seller_data|7|30|2026-06-11,6,2026-06-11,2026-07-11,observed_seller_data,10.545,11.2,12.95391437377359,2.40891437377359,unrounded_price_minus_current,0.6550,,up
older57,basket,observed_seller_data|6|7|2026-06-12|30,rolling_observed_seller_data|7|30|2026-06-12,6,2026-06-12,2026-07-12,observed_seller_data,10.5638,11.2,11.011411006544238,0.447611006544238,unrounded_price_minus_current,0.6362,,up
older57,basket,observed_seller_data|6|7|2026-06-13|30,rolling_observed_seller_data|7|30|2026-06-13,6,2026-06-13,2026-07-13,observed_seller_data,10.5638,11.2,10.93741621021377,0.37361621021377,unrounded_price_minus_current,0.6362,,up
older57,basket,observed_seller_data|6|7|2026-06-14|30,rolling_observed_seller_data|7|30|2026-06-14,6,2026-06-14,2026-07-14,observed_seller_data,10.5638,11.2,10.95510117366651,0.39130117366651,unrounded_price_minus_current,0.6362,,up
older57,basket,observed_seller_data|6|7|2026-06-15|30,rolling_observed_seller_data|7|30|2026-06-15,6,2026-06-15,2026-07-15,observed_seller_data,10.6482,11.1,11.134915872936574,0.486715872936574,unrounded_price_minus_current,0.4518,,up
older57,basket,observed_seller_data|6|7|2026-06-16|30,rolling_observed_seller_data|7|30|2026-06-16,6,2026-06-16,2026-07-16,observed_seller_data,10.7294,11.2,11.223771798888562,0.494371798888562,unrounded_price_minus_current,0.4706,,up
older57,basket,observed_seller_data|6|7|2026-06-17|30,rolling_observed_seller_data|7|30|2026-06-17,6,2026-06-17,2026-07-17,observed_seller_data,10.6688,11.42,11.20773596030324,0.53893596030324,unrounded_price_minus_current,0.7512,,up
older57,basket,observed_seller_data|6|7|2026-06-18|30,rolling_observed_seller_data|7|30|2026-06-18,6,2026-06-18,2026-07-18,observed_seller_data,10.5,11.42,10.744032602145584,0.244032602145584,unrounded_price_minus_current,0.9200,,up
older57,basket,observed_seller_data|6|7|2026-06-19|30,rolling_observed_seller_data|7|30|2026-06-19,6,2026-06-19,2026-07-19,observed_seller_data,10.49,11.42,10.623701447012257,0.133701447012257,unrounded_price_minus_current,0.9300,,up
older57,basket,observed_seller_data|6|7|2026-06-20|30,rolling_observed_seller_data|7|30|2026-06-20,6,2026-06-20,2026-07-20,observed_seller_data,10.49,11.42,10.851976778895352,0.361976778895352,unrounded_price_minus_current,0.9300,,up
older57,basket,observed_seller_data|6|7|2026-06-21|30,rolling_observed_seller_data|7|30|2026-06-21,6,2026-06-21,2026-07-21,observed_seller_data,10.49,11.575,10.87549034307788,0.38549034307788,unrounded_price_minus_current,1.0850,,up
older57,basket,observed_seller_data|6|7|2026-06-22|30,rolling_observed_seller_data|7|30|2026-06-22,6,2026-06-22,2026-07-22,observed_seller_data,10.49,11.6042,10.782286723169568,0.292286723169568,unrounded_price_minus_current,1.1142,,up
older57,basket,observed_seller_data|6|7|2026-06-23|30,rolling_observed_seller_data|7|30|2026-06-23,6,2026-06-23,2026-07-23,observed_seller_data,10.39,11.6488,10.346518515161563,-0.043481484838437,unrounded_price_minus_current,1.2588,,up
older57,basket,observed_seller_data|6|7|2026-06-24|30,rolling_observed_seller_data|7|30|2026-06-24,6,2026-06-24,2026-07-24,observed_seller_data,10.39,11.6488,10.438905190412681,0.048905190412681,unrounded_price_minus_current,1.2588,,up
older57,basket,observed_seller_data|6|7|2026-06-25|30,rolling_observed_seller_data|7|30|2026-06-25,6,2026-06-25,2026-07-25,observed_seller_data,10.39,11.8096,10.692732330498869,0.302732330498869,unrounded_price_minus_current,1.4196,,up
older57,basket,observed_seller_data|6|7|2026-06-26|30,rolling_observed_seller_data|7|30|2026-06-26,6,2026-06-26,2026-07-26,observed_seller_data,10.39,11.8096,10.767935877859978,0.377935877859978,unrounded_price_minus_current,1.4196,,up
older57,gap,observed_seller_data|12|7|2026-06-08|30,rolling_observed_seller_data|7|30|2026-06-08,12,2026-06-08,2026-07-08,observed_seller_data,10.09,9.815,10.0555,-0.0345,four_decimal_gap_price_minus_current,-0.2750,,down
older57,gap,observed_seller_data|12|7|2026-06-09|30,rolling_observed_seller_data|7|30|2026-06-09,12,2026-06-09,2026-07-09,observed_seller_data,10.09,9.935,10.0615,-0.0285,four_decimal_gap_price_minus_current,-0.1550,,down
older57,gap,observed_seller_data|12|7|2026-06-10|30,rolling_observed_seller_data|7|30|2026-06-10,12,2026-06-10,2026-07-10,observed_seller_data,10.1,10.025,10.0214,-0.0786,four_decimal_gap_price_minus_current,-0.0750,,flat
older57,gap,observed_seller_data|12|7|2026-06-11|30,rolling_observed_seller_data|7|30|2026-06-11,12,2026-06-11,2026-07-11,observed_seller_data,10.1,10.08,10.052,-0.0480,four_decimal_gap_price_minus_current,-0.0200,,flat
older57,gap,observed_seller_data|12|7|2026-06-12|30,rolling_observed_seller_data|7|30|2026-06-12,12,2026-06-12,2026-07-12,observed_seller_data,10.1,10.08,10.0766,-0.0234,four_decimal_gap_price_minus_current,-0.0200,,flat
older57,gap,observed_seller_data|12|7|2026-06-13|30,rolling_observed_seller_data|7|30|2026-06-13,12,2026-06-13,2026-07-13,observed_seller_data,10.1,10.08,10.0209,-0.0791,four_decimal_gap_price_minus_current,-0.0200,,flat
older57,gap,observed_seller_data|12|7|2026-06-14|30,rolling_observed_seller_data|7|30|2026-06-14,12,2026-06-14,2026-07-14,observed_seller_data,10.1,10.08,10.0407,-0.0593,four_decimal_gap_price_minus_current,-0.0200,,flat
older57,gap,observed_seller_data|12|7|2026-06-15|30,rolling_observed_seller_data|7|30|2026-06-15,12,2026-06-15,2026-07-15,observed_seller_data,10.1,10.08,10.0555,-0.0445,four_decimal_gap_price_minus_current,-0.0200,,flat
older57,gap,observed_seller_data|12|7|2026-06-16|30,rolling_observed_seller_data|7|30|2026-06-16,12,2026-06-16,2026-07-16,observed_seller_data,10.1,10.09,10.0252,-0.0748,four_decimal_gap_price_minus_current,-0.0100,,flat
older57,gap,observed_seller_data|12|7|2026-06-17|30,rolling_observed_seller_data|7|30|2026-06-17,12,2026-06-17,2026-07-17,observed_seller_data,10.07,10.1682,10.0338,-0.0362,four_decimal_gap_price_minus_current,0.0982,,flat
older57,gap,observed_seller_data|12|7|2026-06-18|30,rolling_observed_seller_data|7|30|2026-06-18,12,2026-06-18,2026-07-18,observed_seller_data,9.9,10.3288,9.8821,-0.0179,four_decimal_gap_price_minus_current,0.4288,,up
older57,gap,observed_seller_data|12|7|2026-06-19|30,rolling_observed_seller_data|7|30|2026-06-19,12,2026-06-19,2026-07-19,observed_seller_data,9.9,10.3288,9.8455,-0.0545,four_decimal_gap_price_minus_current,0.4288,,up
older57,gap,observed_seller_data|12|7|2026-06-20|30,rolling_observed_seller_data|7|30|2026-06-20,12,2026-06-20,2026-07-20,observed_seller_data,9.9,10.3288,9.8914,-0.0086,four_decimal_gap_price_minus_current,0.4288,,up
older57,gap,observed_seller_data|12|7|2026-06-21|30,rolling_observed_seller_data|7|30|2026-06-21,12,2026-06-21,2026-07-21,observed_seller_data,9.9,10.3513,9.8936,-0.0064,four_decimal_gap_price_minus_current,0.4513,,up
older57,gap,observed_seller_data|12|7|2026-06-22|30,rolling_observed_seller_data|7|30|2026-06-22,12,2026-06-22,2026-07-22,observed_seller_data,9.9,10.42,9.8952,-0.0048,four_decimal_gap_price_minus_current,0.5200,,up
older57,gap,observed_seller_data|12|7|2026-06-23|30,rolling_observed_seller_data|7|30|2026-06-23,12,2026-06-23,2026-07-23,observed_seller_data,9.9,10.435,9.8075,-0.0925,four_decimal_gap_price_minus_current,0.5350,,up
older57,gap,observed_seller_data|12|7|2026-06-24|30,rolling_observed_seller_data|7|30|2026-06-24,12,2026-06-24,2026-07-24,observed_seller_data,9.815,10.4667,9.7825,-0.0325,four_decimal_gap_price_minus_current,0.6517,,up
older57,gap,observed_seller_data|12|7|2026-06-25|30,rolling_observed_seller_data|7|30|2026-06-25,12,2026-06-25,2026-07-25,observed_seller_data,9.815,10.48,9.7791,-0.0359,four_decimal_gap_price_minus_current,0.6650,,up
older57,gap,observed_seller_data|12|7|2026-06-26|30,rolling_observed_seller_data|7|30|2026-06-26,12,2026-06-26,2026-07-26,observed_seller_data,9.7575,10.48,9.7604,0.0029,four_decimal_gap_price_minus_current,0.7225,,up
older57,gap,observed_seller_data|24|7|2026-06-08|30,rolling_observed_seller_data|7|30|2026-06-08,24,2026-06-08,2026-07-08,observed_seller_data,9.06,8.96,9.0293,-0.0307,four_decimal_gap_price_minus_current,-0.1000,,flat
older57,gap,observed_seller_data|24|7|2026-06-09|30,rolling_observed_seller_data|7|30|2026-06-09,24,2026-06-09,2026-07-09,observed_seller_data,9.07,8.99,9.0395,-0.0305,four_decimal_gap_price_minus_current,-0.0800,,flat
older57,gap,observed_seller_data|24|7|2026-06-10|30,rolling_observed_seller_data|7|30|2026-06-10,24,2026-06-10,2026-07-10,observed_seller_data,9.06,8.99,9.0069,-0.0531,four_decimal_gap_price_minus_current,-0.0700,,flat
older57,gap,observed_seller_data|24|7|2026-06-11|30,rolling_observed_seller_data|7|30|2026-06-11,24,2026-06-11,2026-07-11,observed_seller_data,9.08,9.045,9.045,-0.0350,four_decimal_gap_price_minus_current,-0.0350,,flat
older57,gap,observed_seller_data|24|7|2026-06-12|30,rolling_observed_seller_data|7|30|2026-06-12,24,2026-06-12,2026-07-12,observed_seller_data,9.08,8.99,9.0675,-0.0125,four_decimal_gap_price_minus_current,-0.0900,,flat
older57,gap,observed_seller_data|24|7|2026-06-13|30,rolling_observed_seller_data|7|30|2026-06-13,24,2026-06-13,2026-07-13,observed_seller_data,9.07,9.1,9.0236,-0.0464,four_decimal_gap_price_minus_current,0.0300,,flat
older57,gap,observed_seller_data|24|7|2026-06-14|30,rolling_observed_seller_data|7|30|2026-06-14,24,2026-06-14,2026-07-14,observed_seller_data,9.07,9.1469,9.0352,-0.0348,four_decimal_gap_price_minus_current,0.0769,,flat
older57,gap,observed_seller_data|24|7|2026-06-15|30,rolling_observed_seller_data|7|30|2026-06-15,24,2026-06-15,2026-07-15,observed_seller_data,9.05,9.19,9.0299,-0.0201,four_decimal_gap_price_minus_current,0.1400,,flat
older57,gap,observed_seller_data|24|7|2026-06-16|30,rolling_observed_seller_data|7|30|2026-06-16,24,2026-06-16,2026-07-16,observed_seller_data,9.05,9.39,9.0154,-0.0346,four_decimal_gap_price_minus_current,0.3400,,up
older57,gap,observed_seller_data|24|7|2026-06-17|30,rolling_observed_seller_data|7|30|2026-06-17,24,2026-06-17,2026-07-17,observed_seller_data,9.015,9.39,9.0096,-0.0054,four_decimal_gap_price_minus_current,0.3750,,up
older57,gap,observed_seller_data|24|7|2026-06-18|30,rolling_observed_seller_data|7|30|2026-06-18,24,2026-06-18,2026-07-18,observed_seller_data,8.99,9.39,8.9686,-0.0214,four_decimal_gap_price_minus_current,0.4000,,up
older57,gap,observed_seller_data|24|7|2026-06-19|30,rolling_observed_seller_data|7|30|2026-06-19,24,2026-06-19,2026-07-19,observed_seller_data,8.99,9.39,8.945,-0.0450,four_decimal_gap_price_minus_current,0.4000,,up
older57,gap,observed_seller_data|24|7|2026-06-20|30,rolling_observed_seller_data|7|30|2026-06-20,24,2026-06-20,2026-07-20,observed_seller_data,8.99,9.39,8.9731,-0.0169,four_decimal_gap_price_minus_current,0.4000,,up
older57,gap,observed_seller_data|24|7|2026-06-21|30,rolling_observed_seller_data|7|30|2026-06-21,24,2026-06-21,2026-07-21,observed_seller_data,8.99,9.4,8.9773,-0.0127,four_decimal_gap_price_minus_current,0.4100,,up
older57,gap,observed_seller_data|24|7|2026-06-22|30,rolling_observed_seller_data|7|30|2026-06-22,24,2026-06-22,2026-07-22,observed_seller_data,8.99,9.46,8.9805,-0.0095,four_decimal_gap_price_minus_current,0.4700,,up
older57,gap,observed_seller_data|24|7|2026-06-23|30,rolling_observed_seller_data|7|30|2026-06-23,24,2026-06-23,2026-07-23,observed_seller_data,8.985,9.4919,8.9229,-0.0621,four_decimal_gap_price_minus_current,0.5069,,up
older57,gap,observed_seller_data|24|7|2026-06-24|30,rolling_observed_seller_data|7|30|2026-06-24,24,2026-06-24,2026-07-24,observed_seller_data,8.9559,9.56,8.9388,-0.0171,four_decimal_gap_price_minus_current,0.6041,,up
older57,gap,observed_seller_data|24|7|2026-06-25|30,rolling_observed_seller_data|7|30|2026-06-25,24,2026-06-25,2026-07-25,observed_seller_data,8.9559,9.59,8.9401,-0.0158,four_decimal_gap_price_minus_current,0.6341,,up
older57,gap,observed_seller_data|24|7|2026-06-26|30,rolling_observed_seller_data|7|30|2026-06-26,24,2026-06-26,2026-07-26,observed_seller_data,8.9559,9.59,8.9564,0.0005,four_decimal_gap_price_minus_current,0.6341,,up
older57,gap,observed_seller_data|6|7|2026-06-08|30,rolling_observed_seller_data|7|30|2026-06-08,6,2026-06-08,2026-07-08,observed_seller_data,10.5,10.6844,10.2821,-0.2179,four_decimal_gap_price_minus_current,0.1844,,up
older57,gap,observed_seller_data|6|7|2026-06-09|30,rolling_observed_seller_data|7|30|2026-06-09,6,2026-06-09,2026-07-09,observed_seller_data,10.5,10.79,10.3423,-0.1577,four_decimal_gap_price_minus_current,0.2900,,up
older57,gap,observed_seller_data|6|7|2026-06-10|30,rolling_observed_seller_data|7|30|2026-06-10,6,2026-06-10,2026-07-10,observed_seller_data,10.545,11.05,10.3397,-0.2053,four_decimal_gap_price_minus_current,0.5050,,up
older57,gap,observed_seller_data|6|7|2026-06-11|30,rolling_observed_seller_data|7|30|2026-06-11,6,2026-06-11,2026-07-11,observed_seller_data,10.545,11.2,10.3944,-0.1506,four_decimal_gap_price_minus_current,0.6550,,up
older57,gap,observed_seller_data|6|7|2026-06-12|30,rolling_observed_seller_data|7|30|2026-06-12,6,2026-06-12,2026-07-12,observed_seller_data,10.5638,11.2,10.4485,-0.1153,four_decimal_gap_price_minus_current,0.6362,,up
older57,gap,observed_seller_data|6|7|2026-06-13|30,rolling_observed_seller_data|7|30|2026-06-13,6,2026-06-13,2026-07-13,observed_seller_data,10.5638,11.2,10.4052,-0.1586,four_decimal_gap_price_minus_current,0.6362,,up
older57,gap,observed_seller_data|6|7|2026-06-14|30,rolling_observed_seller_data|7|30|2026-06-14,6,2026-06-14,2026-07-14,observed_seller_data,10.5638,11.2,10.4448,-0.1190,four_decimal_gap_price_minus_current,0.6362,,up
older57,gap,observed_seller_data|6|7|2026-06-15|30,rolling_observed_seller_data|7|30|2026-06-15,6,2026-06-15,2026-07-15,observed_seller_data,10.6482,11.1,10.5336,-0.1146,four_decimal_gap_price_minus_current,0.4518,,up
older57,gap,observed_seller_data|6|7|2026-06-16|30,rolling_observed_seller_data|7|30|2026-06-16,6,2026-06-16,2026-07-16,observed_seller_data,10.7294,11.2,10.584,-0.1454,four_decimal_gap_price_minus_current,0.4706,,up
older57,gap,observed_seller_data|6|7|2026-06-17|30,rolling_observed_seller_data|7|30|2026-06-17,6,2026-06-17,2026-07-17,observed_seller_data,10.6688,11.42,10.5914,-0.0774,four_decimal_gap_price_minus_current,0.7512,,up
older57,gap,observed_seller_data|6|7|2026-06-18|30,rolling_observed_seller_data|7|30|2026-06-18,6,2026-06-18,2026-07-18,observed_seller_data,10.5,11.42,10.447,-0.0530,four_decimal_gap_price_minus_current,0.9200,,up
older57,gap,observed_seller_data|6|7|2026-06-19|30,rolling_observed_seller_data|7|30|2026-06-19,6,2026-06-19,2026-07-19,observed_seller_data,10.49,11.42,10.4084,-0.0816,four_decimal_gap_price_minus_current,0.9300,,up
older57,gap,observed_seller_data|6|7|2026-06-20|30,rolling_observed_seller_data|7|30|2026-06-20,6,2026-06-20,2026-07-20,observed_seller_data,10.49,11.42,10.4734,-0.0166,four_decimal_gap_price_minus_current,0.9300,,up
older57,gap,observed_seller_data|6|7|2026-06-21|30,rolling_observed_seller_data|7|30|2026-06-21,6,2026-06-21,2026-07-21,observed_seller_data,10.49,11.575,10.4776,-0.0124,four_decimal_gap_price_minus_current,1.0850,,up
older57,gap,observed_seller_data|6|7|2026-06-22|30,rolling_observed_seller_data|7|30|2026-06-22,6,2026-06-22,2026-07-22,observed_seller_data,10.49,11.6042,10.4807,-0.0093,four_decimal_gap_price_minus_current,1.1142,,up
older57,gap,observed_seller_data|6|7|2026-06-23|30,rolling_observed_seller_data|7|30|2026-06-23,6,2026-06-23,2026-07-23,observed_seller_data,10.39,11.6488,10.2894,-0.1006,four_decimal_gap_price_minus_current,1.2588,,up
