cohort,model,term,threshold,n,issue_days,first_issue,last_issue,correct,correct_rate,missed_move,missed_move_rate,false_move,false_move_rate,wrong_way,wrong_way_rate,actual_down,down__down,down__flat,down__up,down_recall_numerator,down_recall_denominator,down_recall,down_precision_numerator,down_precision_denominator,down_precision,actual_flat,flat__down,flat__flat,flat__up,flat_recall_numerator,flat_recall_denominator,flat_recall,flat_precision_numerator,flat_precision_denominator,flat_precision,actual_up,up__down,up__flat,up__up,up_recall_numerator,up_recall_denominator,up_recall,up_precision_numerator,up_precision_denominator,up_precision,balanced_accuracy
primary36,gap,12,0.10,12,12,2026-08-03,2026-08-14,1,0.08333333333333333,8,0.6666666666666666,2,0.16666666666666666,1,0.08333333333333333,0,0,0,0,0,0,,0,3,0.0,3,2,1,0,1,3,0.3333333333333333,1,9,0.1111111111111111,9,1,8,0,0,9,0.0,0,0,,
primary36,gap,12,0.05,12,12,2026-08-03,2026-08-14,0,0.0,5,0.4166666666666667,3,0.25,4,0.3333333333333333,0,0,0,0,0,0,,0,7,0.0,3,3,0,0,0,3,0.0,0,5,0.0,9,4,5,0,0,9,0.0,0,0,,
primary36,gap,24,0.15,12,12,2026-08-03,2026-08-14,6,0.5,6,0.5,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,6,0,6,0,6,6,1.0,6,12,0.5,6,0,6,0,0,6,0.0,0,0,,
primary36,gap,24,0.10,12,12,2026-08-03,2026-08-14,6,0.5,6,0.5,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,6,0,6,0,6,6,1.0,6,12,0.5,6,0,6,0,0,6,0.0,0,0,,
primary36,gap,24,0.05,12,12,2026-08-03,2026-08-14,5,0.4166666666666667,6,0.5,1,0.08333333333333333,0,0.0,0,0,0,0,0,0,,0,1,0.0,6,1,5,0,5,6,0.8333333333333334,5,11,0.45454545454545453,6,0,6,0,0,6,0.0,0,0,,
primary36,gap,6,0.15,12,12,2026-08-03,2026-08-14,1,0.08333333333333333,9,0.75,0,0.0,2,0.16666666666666666,0,0,0,0,0,0,,0,2,0.0,0,0,0,0,0,0,,0,9,0.0,12,2,9,1,1,12,0.08333333333333333,1,1,1.0,
primary36,gap,6,0.10,12,12,2026-08-03,2026-08-14,1,0.08333333333333333,7,0.5833333333333334,0,0.0,4,0.3333333333333333,0,0,0,0,0,0,,0,4,0.0,0,0,0,0,0,0,,0,7,0.0,12,4,7,1,1,12,0.08333333333333333,1,1,1.0,
primary36,gap,6,0.05,12,12,2026-08-03,2026-08-14,2,0.16666666666666666,2,0.16666666666666666,0,0.0,8,0.6666666666666666,0,0,0,0,0,0,,0,8,0.0,0,0,0,0,0,0,,0,2,0.0,12,8,2,2,2,12,0.16666666666666666,2,2,1.0,
primary36,gap,all,0.15,36,12,2026-08-03,2026-08-14,10,0.2777777777777778,24,0.6666666666666666,0,0.0,2,0.05555555555555555,0,0,0,0,0,0,,0,2,0.0,9,0,9,0,9,9,1.0,9,33,0.2727272727272727,27,2,24,1,1,27,0.037037037037037035,1,1,1.0,
primary36,gap,all,0.10,36,12,2026-08-03,2026-08-14,8,0.2222222222222222,21,0.5833333333333334,2,0.05555555555555555,5,0.1388888888888889,0,0,0,0,0,0,,0,7,0.0,9,2,7,0,7,9,0.7777777777777778,7,28,0.25,27,5,21,1,1,27,0.037037037037037035,1,1,1.0,
primary36,gap,all,0.05,36,12,2026-08-03,2026-08-14,7,0.19444444444444445,13,0.3611111111111111,4,0.1111111111111111,12,0.3333333333333333,0,0,0,0,0,0,,0,16,0.0,9,4,5,0,5,9,0.5555555555555556,5,18,0.2777777777777778,27,12,13,2,2,27,0.07407407407407407,2,2,1.0,
primary36,intercept,12,0.15,12,12,2026-08-03,2026-08-14,9,0.75,0,0.0,3,0.25,0,0.0,0,0,0,0,0,0,,0,0,,3,0,0,3,0,3,0.0,0,0,,9,0,0,9,9,9,1.0,9,12,0.75,
primary36,intercept,12,0.10,12,12,2026-08-03,2026-08-14,9,0.75,0,0.0,3,0.25,0,0.0,0,0,0,0,0,0,,0,0,,3,0,0,3,0,3,0.0,0,0,,9,0,0,9,9,9,1.0,9,12,0.75,
primary36,intercept,12,0.05,12,12,2026-08-03,2026-08-14,9,0.75,0,0.0,3,0.25,0,0.0,0,0,0,0,0,0,,0,0,,3,0,0,3,0,3,0.0,0,0,,9,0,0,9,9,9,1.0,9,12,0.75,
primary36,intercept,24,0.15,12,12,2026-08-03,2026-08-14,6,0.5,0,0.0,6,0.5,0,0.0,0,0,0,0,0,0,,0,0,,6,0,0,6,0,6,0.0,0,0,,6,0,0,6,6,6,1.0,6,12,0.5,
primary36,intercept,24,0.10,12,12,2026-08-03,2026-08-14,6,0.5,0,0.0,6,0.5,0,0.0,0,0,0,0,0,0,,0,0,,6,0,0,6,0,6,0.0,0,0,,6,0,0,6,6,6,1.0,6,12,0.5,
primary36,intercept,24,0.05,12,12,2026-08-03,2026-08-14,6,0.5,0,0.0,6,0.5,0,0.0,0,0,0,0,0,0,,0,0,,6,0,0,6,0,6,0.0,0,0,,6,0,0,6,6,6,1.0,6,12,0.5,
primary36,intercept,6,0.15,12,12,2026-08-03,2026-08-14,12,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,,12,0,0,12,12,12,1.0,12,12,1.0,
primary36,intercept,6,0.10,12,12,2026-08-03,2026-08-14,12,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,,12,0,0,12,12,12,1.0,12,12,1.0,
primary36,intercept,6,0.05,12,12,2026-08-03,2026-08-14,12,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,,12,0,0,12,12,12,1.0,12,12,1.0,
primary36,intercept,all,0.15,36,12,2026-08-03,2026-08-14,27,0.75,0,0.0,9,0.25,0,0.0,0,0,0,0,0,0,,0,0,,9,0,0,9,0,9,0.0,0,0,,27,0,0,27,27,27,1.0,27,36,0.75,
primary36,intercept,all,0.10,36,12,2026-08-03,2026-08-14,27,0.75,0,0.0,9,0.25,0,0.0,0,0,0,0,0,0,,0,0,,9,0,0,9,0,9,0.0,0,0,,27,0,0,27,27,27,1.0,27,36,0.75,
primary36,intercept,all,0.05,36,12,2026-08-03,2026-08-14,27,0.75,0,0.0,9,0.25,0,0.0,0,0,0,0,0,0,,0,0,,9,0,0,9,0,9,0.0,0,0,,27,0,0,27,27,27,1.0,27,36,0.75,
primary36,retail,12,0.15,12,12,2026-08-03,2026-08-14,9,0.75,0,0.0,3,0.25,0,0.0,0,0,0,0,0,0,,0,0,,3,0,0,3,0,3,0.0,0,0,,9,0,0,9,9,9,1.0,9,12,0.75,
primary36,retail,12,0.10,12,12,2026-08-03,2026-08-14,9,0.75,0,0.0,3,0.25,0,0.0,0,0,0,0,0,0,,0,0,,3,0,0,3,0,3,0.0,0,0,,9,0,0,9,9,9,1.0,9,12,0.75,
primary36,retail,12,0.05,12,12,2026-08-03,2026-08-14,9,0.75,0,0.0,3,0.25,0,0.0,0,0,0,0,0,0,,0,0,,3,0,0,3,0,3,0.0,0,0,,9,0,0,9,9,9,1.0,9,12,0.75,
primary36,retail,24,0.15,12,12,2026-08-03,2026-08-14,6,0.5,0,0.0,6,0.5,0,0.0,0,0,0,0,0,0,,0,0,,6,0,0,6,0,6,0.0,0,0,,6,0,0,6,6,6,1.0,6,12,0.5,
primary36,retail,24,0.10,12,12,2026-08-03,2026-08-14,6,0.5,0,0.0,6,0.5,0,0.0,0,0,0,0,0,0,,0,0,,6,0,0,6,0,6,0.0,0,0,,6,0,0,6,6,6,1.0,6,12,0.5,
primary36,retail,24,0.05,12,12,2026-08-03,2026-08-14,6,0.5,0,0.0,6,0.5,0,0.0,0,0,0,0,0,0,,0,0,,6,0,0,6,0,6,0.0,0,0,,6,0,0,6,6,6,1.0,6,12,0.5,
primary36,retail,6,0.15,12,12,2026-08-03,2026-08-14,12,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,,12,0,0,12,12,12,1.0,12,12,1.0,
primary36,retail,6,0.10,12,12,2026-08-03,2026-08-14,12,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,,12,0,0,12,12,12,1.0,12,12,1.0,
primary36,retail,6,0.05,12,12,2026-08-03,2026-08-14,12,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,,12,0,0,12,12,12,1.0,12,12,1.0,
primary36,retail,all,0.15,36,12,2026-08-03,2026-08-14,27,0.75,0,0.0,9,0.25,0,0.0,0,0,0,0,0,0,,0,0,,9,0,0,9,0,9,0.0,0,0,,27,0,0,27,27,27,1.0,27,36,0.75,
primary36,retail,all,0.10,36,12,2026-08-03,2026-08-14,27,0.75,0,0.0,9,0.25,0,0.0,0,0,0,0,0,0,,0,0,,9,0,0,9,0,9,0.0,0,0,,27,0,0,27,27,27,1.0,27,36,0.75,
primary36,retail,all,0.05,36,12,2026-08-03,2026-08-14,27,0.75,0,0.0,9,0.25,0,0.0,0,0,0,0,0,0,,0,0,,9,0,0,9,0,9,0.0,0,0,,27,0,0,27,27,27,1.0,27,36,0.75,
primary36,rolling,12,0.15,12,12,2026-08-03,2026-08-14,9,0.75,0,0.0,3,0.25,0,0.0,0,0,0,0,0,0,,0,0,,3,0,0,3,0,3,0.0,0,0,,9,0,0,9,9,9,1.0,9,12,0.75,
primary36,rolling,12,0.10,12,12,2026-08-03,2026-08-14,9,0.75,0,0.0,3,0.25,0,0.0,0,0,0,0,0,0,,0,0,,3,0,0,3,0,3,0.0,0,0,,9,0,0,9,9,9,1.0,9,12,0.75,
primary36,rolling,12,0.05,12,12,2026-08-03,2026-08-14,9,0.75,0,0.0,3,0.25,0,0.0,0,0,0,0,0,0,,0,0,,3,0,0,3,0,3,0.0,0,0,,9,0,0,9,9,9,1.0,9,12,0.75,
primary36,rolling,24,0.15,12,12,2026-08-03,2026-08-14,6,0.5,0,0.0,6,0.5,0,0.0,0,0,0,0,0,0,,0,0,,6,0,0,6,0,6,0.0,0,0,,6,0,0,6,6,6,1.0,6,12,0.5,
primary36,rolling,24,0.10,12,12,2026-08-03,2026-08-14,6,0.5,0,0.0,6,0.5,0,0.0,0,0,0,0,0,0,,0,0,,6,0,0,6,0,6,0.0,0,0,,6,0,0,6,6,6,1.0,6,12,0.5,
primary36,rolling,24,0.05,12,12,2026-08-03,2026-08-14,6,0.5,0,0.0,6,0.5,0,0.0,0,0,0,0,0,0,,0,0,,6,0,0,6,0,6,0.0,0,0,,6,0,0,6,6,6,1.0,6,12,0.5,
primary36,rolling,6,0.15,12,12,2026-08-03,2026-08-14,12,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,,12,0,0,12,12,12,1.0,12,12,1.0,
primary36,rolling,6,0.10,12,12,2026-08-03,2026-08-14,12,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,,12,0,0,12,12,12,1.0,12,12,1.0,
primary36,rolling,6,0.05,12,12,2026-08-03,2026-08-14,12,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,,12,0,0,12,12,12,1.0,12,12,1.0,
primary36,rolling,all,0.15,36,12,2026-08-03,2026-08-14,27,0.75,0,0.0,9,0.25,0,0.0,0,0,0,0,0,0,,0,0,,9,0,0,9,0,9,0.0,0,0,,27,0,0,27,27,27,1.0,27,36,0.75,
primary36,rolling,all,0.10,36,12,2026-08-03,2026-08-14,27,0.75,0,0.0,9,0.25,0,0.0,0,0,0,0,0,0,,0,0,,9,0,0,9,0,9,0.0,0,0,,27,0,0,27,27,27,1.0,27,36,0.75,
primary36,rolling,all,0.05,36,12,2026-08-03,2026-08-14,27,0.75,0,0.0,9,0.25,0,0.0,0,0,0,0,0,0,,0,0,,9,0,0,9,0,9,0.0,0,0,,27,0,0,27,27,27,1.0,27,36,0.75,
primary36,unchanged,12,0.15,12,12,2026-08-03,2026-08-14,3,0.25,9,0.75,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,3,0,3,0,3,3,1.0,3,12,0.25,9,0,9,0,0,9,0.0,0,0,,
primary36,unchanged,12,0.10,12,12,2026-08-03,2026-08-14,3,0.25,9,0.75,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,3,0,3,0,3,3,1.0,3,12,0.25,9,0,9,0,0,9,0.0,0,0,,
primary36,unchanged,12,0.05,12,12,2026-08-03,2026-08-14,3,0.25,9,0.75,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,3,0,3,0,3,3,1.0,3,12,0.25,9,0,9,0,0,9,0.0,0,0,,
primary36,unchanged,24,0.15,12,12,2026-08-03,2026-08-14,6,0.5,6,0.5,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,6,0,6,0,6,6,1.0,6,12,0.5,6,0,6,0,0,6,0.0,0,0,,
primary36,unchanged,24,0.10,12,12,2026-08-03,2026-08-14,6,0.5,6,0.5,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,6,0,6,0,6,6,1.0,6,12,0.5,6,0,6,0,0,6,0.0,0,0,,
primary36,unchanged,24,0.05,12,12,2026-08-03,2026-08-14,6,0.5,6,0.5,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,6,0,6,0,6,6,1.0,6,12,0.5,6,0,6,0,0,6,0.0,0,0,,
primary36,unchanged,6,0.15,12,12,2026-08-03,2026-08-14,0,0.0,12,1.0,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,12,0.0,12,0,12,0,0,12,0.0,0,0,,
primary36,unchanged,6,0.10,12,12,2026-08-03,2026-08-14,0,0.0,12,1.0,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,12,0.0,12,0,12,0,0,12,0.0,0,0,,
primary36,unchanged,6,0.05,12,12,2026-08-03,2026-08-14,0,0.0,12,1.0,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,12,0.0,12,0,12,0,0,12,0.0,0,0,,
primary36,unchanged,all,0.15,36,12,2026-08-03,2026-08-14,9,0.25,27,0.75,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,9,0,9,0,9,9,1.0,9,36,0.25,27,0,27,0,0,27,0.0,0,0,,
primary36,unchanged,all,0.10,36,12,2026-08-03,2026-08-14,9,0.25,27,0.75,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,9,0,9,0,9,9,1.0,9,36,0.25,27,0,27,0,0,27,0.0,0,0,,
primary36,unchanged,all,0.05,36,12,2026-08-03,2026-08-14,9,0.25,27,0.75,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,9,0,9,0,9,9,1.0,9,36,0.25,27,0,27,0,0,27,0.0,0,0,,
secondary84,always_down,12,0.15,28,28,2026-08-03,2026-08-30,1,0.03571428571428571,0,0.0,18,0.6428571428571429,9,0.32142857142857145,1,1,0,0,1,1,1.0,1,28,0.03571428571428571,18,18,0,0,0,18,0.0,0,0,,9,9,0,0,0,9,0.0,0,0,,0.3333333333333333
secondary84,always_down,12,0.10,28,28,2026-08-03,2026-08-30,1,0.03571428571428571,0,0.0,18,0.6428571428571429,9,0.32142857142857145,1,1,0,0,1,1,1.0,1,28,0.03571428571428571,18,18,0,0,0,18,0.0,0,0,,9,9,0,0,0,9,0.0,0,0,,0.3333333333333333
secondary84,always_down,12,0.05,28,28,2026-08-03,2026-08-30,1,0.03571428571428571,0,0.0,18,0.6428571428571429,9,0.32142857142857145,1,1,0,0,1,1,1.0,1,28,0.03571428571428571,18,18,0,0,0,18,0.0,0,0,,9,9,0,0,0,9,0.0,0,0,,0.3333333333333333
secondary84,always_down,24,0.15,28,28,2026-08-03,2026-08-30,0,0.0,0,0.0,22,0.7857142857142857,6,0.21428571428571427,0,0,0,0,0,0,,0,28,0.0,22,22,0,0,0,22,0.0,0,0,,6,6,0,0,0,6,0.0,0,0,,
secondary84,always_down,24,0.10,28,28,2026-08-03,2026-08-30,0,0.0,0,0.0,22,0.7857142857142857,6,0.21428571428571427,0,0,0,0,0,0,,0,28,0.0,22,22,0,0,0,22,0.0,0,0,,6,6,0,0,0,6,0.0,0,0,,
secondary84,always_down,24,0.05,28,28,2026-08-03,2026-08-30,0,0.0,0,0.0,22,0.7857142857142857,6,0.21428571428571427,0,0,0,0,0,0,,0,28,0.0,22,22,0,0,0,22,0.0,0,0,,6,6,0,0,0,6,0.0,0,0,,
secondary84,always_down,6,0.15,28,28,2026-08-03,2026-08-30,0,0.0,0,0.0,5,0.17857142857142858,23,0.8214285714285714,0,0,0,0,0,0,,0,28,0.0,5,5,0,0,0,5,0.0,0,0,,23,23,0,0,0,23,0.0,0,0,,
secondary84,always_down,6,0.10,28,28,2026-08-03,2026-08-30,0,0.0,0,0.0,5,0.17857142857142858,23,0.8214285714285714,0,0,0,0,0,0,,0,28,0.0,5,5,0,0,0,5,0.0,0,0,,23,23,0,0,0,23,0.0,0,0,,
secondary84,always_down,6,0.05,28,28,2026-08-03,2026-08-30,0,0.0,0,0.0,5,0.17857142857142858,23,0.8214285714285714,0,0,0,0,0,0,,0,28,0.0,5,5,0,0,0,5,0.0,0,0,,23,23,0,0,0,23,0.0,0,0,,
secondary84,always_down,all,0.15,84,28,2026-08-03,2026-08-30,1,0.011904761904761904,0,0.0,45,0.5357142857142857,38,0.4523809523809524,1,1,0,0,1,1,1.0,1,84,0.011904761904761904,45,45,0,0,0,45,0.0,0,0,,38,38,0,0,0,38,0.0,0,0,,0.3333333333333333
secondary84,always_down,all,0.10,84,28,2026-08-03,2026-08-30,1,0.011904761904761904,0,0.0,45,0.5357142857142857,38,0.4523809523809524,1,1,0,0,1,1,1.0,1,84,0.011904761904761904,45,45,0,0,0,45,0.0,0,0,,38,38,0,0,0,38,0.0,0,0,,0.3333333333333333
secondary84,always_down,all,0.05,84,28,2026-08-03,2026-08-30,1,0.011904761904761904,0,0.0,45,0.5357142857142857,38,0.4523809523809524,1,1,0,0,1,1,1.0,1,84,0.011904761904761904,45,45,0,0,0,45,0.0,0,0,,38,38,0,0,0,38,0.0,0,0,,0.3333333333333333
secondary84,always_up,12,0.15,28,28,2026-08-03,2026-08-30,9,0.32142857142857145,0,0.0,18,0.6428571428571429,1,0.03571428571428571,1,0,0,1,0,1,0.0,0,0,,18,0,0,18,0,18,0.0,0,0,,9,0,0,9,9,9,1.0,9,28,0.32142857142857145,0.3333333333333333
secondary84,always_up,12,0.10,28,28,2026-08-03,2026-08-30,9,0.32142857142857145,0,0.0,18,0.6428571428571429,1,0.03571428571428571,1,0,0,1,0,1,0.0,0,0,,18,0,0,18,0,18,0.0,0,0,,9,0,0,9,9,9,1.0,9,28,0.32142857142857145,0.3333333333333333
secondary84,always_up,12,0.05,28,28,2026-08-03,2026-08-30,9,0.32142857142857145,0,0.0,18,0.6428571428571429,1,0.03571428571428571,1,0,0,1,0,1,0.0,0,0,,18,0,0,18,0,18,0.0,0,0,,9,0,0,9,9,9,1.0,9,28,0.32142857142857145,0.3333333333333333
secondary84,always_up,24,0.15,28,28,2026-08-03,2026-08-30,6,0.21428571428571427,0,0.0,22,0.7857142857142857,0,0.0,0,0,0,0,0,0,,0,0,,22,0,0,22,0,22,0.0,0,0,,6,0,0,6,6,6,1.0,6,28,0.21428571428571427,
secondary84,always_up,24,0.10,28,28,2026-08-03,2026-08-30,6,0.21428571428571427,0,0.0,22,0.7857142857142857,0,0.0,0,0,0,0,0,0,,0,0,,22,0,0,22,0,22,0.0,0,0,,6,0,0,6,6,6,1.0,6,28,0.21428571428571427,
secondary84,always_up,24,0.05,28,28,2026-08-03,2026-08-30,6,0.21428571428571427,0,0.0,22,0.7857142857142857,0,0.0,0,0,0,0,0,0,,0,0,,22,0,0,22,0,22,0.0,0,0,,6,0,0,6,6,6,1.0,6,28,0.21428571428571427,
secondary84,always_up,6,0.15,28,28,2026-08-03,2026-08-30,23,0.8214285714285714,0,0.0,5,0.17857142857142858,0,0.0,0,0,0,0,0,0,,0,0,,5,0,0,5,0,5,0.0,0,0,,23,0,0,23,23,23,1.0,23,28,0.8214285714285714,
secondary84,always_up,6,0.10,28,28,2026-08-03,2026-08-30,23,0.8214285714285714,0,0.0,5,0.17857142857142858,0,0.0,0,0,0,0,0,0,,0,0,,5,0,0,5,0,5,0.0,0,0,,23,0,0,23,23,23,1.0,23,28,0.8214285714285714,
secondary84,always_up,6,0.05,28,28,2026-08-03,2026-08-30,23,0.8214285714285714,0,0.0,5,0.17857142857142858,0,0.0,0,0,0,0,0,0,,0,0,,5,0,0,5,0,5,0.0,0,0,,23,0,0,23,23,23,1.0,23,28,0.8214285714285714,
secondary84,always_up,all,0.15,84,28,2026-08-03,2026-08-30,38,0.4523809523809524,0,0.0,45,0.5357142857142857,1,0.011904761904761904,1,0,0,1,0,1,0.0,0,0,,45,0,0,45,0,45,0.0,0,0,,38,0,0,38,38,38,1.0,38,84,0.4523809523809524,0.3333333333333333
secondary84,always_up,all,0.10,84,28,2026-08-03,2026-08-30,38,0.4523809523809524,0,0.0,45,0.5357142857142857,1,0.011904761904761904,1,0,0,1,0,1,0.0,0,0,,45,0,0,45,0,45,0.0,0,0,,38,0,0,38,38,38,1.0,38,84,0.4523809523809524,0.3333333333333333
secondary84,always_up,all,0.05,84,28,2026-08-03,2026-08-30,38,0.4523809523809524,0,0.0,45,0.5357142857142857,1,0.011904761904761904,1,0,0,1,0,1,0.0,0,0,,45,0,0,45,0,45,0.0,0,0,,38,0,0,38,38,38,1.0,38,84,0.4523809523809524,0.3333333333333333
secondary84,basket,12,0.15,28,28,2026-08-03,2026-08-30,9,0.32142857142857145,0,0.0,18,0.6428571428571429,1,0.03571428571428571,1,0,0,1,0,1,0.0,0,0,,18,0,0,18,0,18,0.0,0,0,,9,0,0,9,9,9,1.0,9,28,0.32142857142857145,0.3333333333333333
secondary84,basket,12,0.10,28,28,2026-08-03,2026-08-30,9,0.32142857142857145,0,0.0,18,0.6428571428571429,1,0.03571428571428571,1,0,0,1,0,1,0.0,0,0,,18,0,0,18,0,18,0.0,0,0,,9,0,0,9,9,9,1.0,9,28,0.32142857142857145,0.3333333333333333
secondary84,basket,12,0.05,28,28,2026-08-03,2026-08-30,9,0.32142857142857145,0,0.0,18,0.6428571428571429,1,0.03571428571428571,1,0,0,1,0,1,0.0,0,0,,18,0,0,18,0,18,0.0,0,0,,9,0,0,9,9,9,1.0,9,28,0.32142857142857145,0.3333333333333333
secondary84,basket,24,0.15,28,28,2026-08-03,2026-08-30,6,0.21428571428571427,0,0.0,22,0.7857142857142857,0,0.0,0,0,0,0,0,0,,0,0,,22,0,0,22,0,22,0.0,0,0,,6,0,0,6,6,6,1.0,6,28,0.21428571428571427,
secondary84,basket,24,0.10,28,28,2026-08-03,2026-08-30,6,0.21428571428571427,0,0.0,22,0.7857142857142857,0,0.0,0,0,0,0,0,0,,0,0,,22,0,0,22,0,22,0.0,0,0,,6,0,0,6,6,6,1.0,6,28,0.21428571428571427,
secondary84,basket,24,0.05,28,28,2026-08-03,2026-08-30,6,0.21428571428571427,0,0.0,22,0.7857142857142857,0,0.0,0,0,0,0,0,0,,0,0,,22,0,0,22,0,22,0.0,0,0,,6,0,0,6,6,6,1.0,6,28,0.21428571428571427,
secondary84,basket,6,0.15,28,28,2026-08-03,2026-08-30,17,0.6071428571428571,6,0.21428571428571427,5,0.17857142857142858,0,0.0,0,0,0,0,0,0,,0,0,,5,0,0,5,0,5,0.0,0,6,0.0,23,0,6,17,17,23,0.7391304347826086,17,22,0.7727272727272727,
secondary84,basket,6,0.10,28,28,2026-08-03,2026-08-30,20,0.7142857142857143,3,0.10714285714285714,5,0.17857142857142858,0,0.0,0,0,0,0,0,0,,0,0,,5,0,0,5,0,5,0.0,0,3,0.0,23,0,3,20,20,23,0.8695652173913043,20,25,0.8,
secondary84,basket,6,0.05,28,28,2026-08-03,2026-08-30,23,0.8214285714285714,0,0.0,5,0.17857142857142858,0,0.0,0,0,0,0,0,0,,0,0,,5,0,0,5,0,5,0.0,0,0,,23,0,0,23,23,23,1.0,23,28,0.8214285714285714,
secondary84,basket,all,0.15,84,28,2026-08-03,2026-08-30,32,0.38095238095238093,6,0.07142857142857142,45,0.5357142857142857,1,0.011904761904761904,1,0,0,1,0,1,0.0,0,0,,45,0,0,45,0,45,0.0,0,6,0.0,38,0,6,32,32,38,0.8421052631578947,32,78,0.41025641025641024,0.2807017543859649
secondary84,basket,all,0.10,84,28,2026-08-03,2026-08-30,35,0.4166666666666667,3,0.03571428571428571,45,0.5357142857142857,1,0.011904761904761904,1,0,0,1,0,1,0.0,0,0,,45,0,0,45,0,45,0.0,0,3,0.0,38,0,3,35,35,38,0.9210526315789473,35,81,0.43209876543209874,0.30701754385964913
secondary84,basket,all,0.05,84,28,2026-08-03,2026-08-30,38,0.4523809523809524,0,0.0,45,0.5357142857142857,1,0.011904761904761904,1,0,0,1,0,1,0.0,0,0,,45,0,0,45,0,45,0.0,0,0,,38,0,0,38,38,38,1.0,38,84,0.4523809523809524,0.3333333333333333
secondary84,gap,12,0.15,28,28,2026-08-03,2026-08-30,18,0.6428571428571429,10,0.35714285714285715,0,0.0,0,0.0,1,0,1,0,0,1,0.0,0,0,,18,0,18,0,18,18,1.0,18,28,0.6428571428571429,9,0,9,0,0,9,0.0,0,0,,0.3333333333333333
secondary84,gap,12,0.10,28,28,2026-08-03,2026-08-30,16,0.5714285714285714,8,0.2857142857142857,2,0.07142857142857142,2,0.07142857142857142,1,0,1,0,0,1,0.0,0,4,0.0,18,2,16,0,16,18,0.8888888888888888,16,24,0.6666666666666666,9,2,7,0,0,9,0.0,0,0,,0.2962962962962963
secondary84,gap,12,0.05,28,28,2026-08-03,2026-08-30,10,0.35714285714285715,6,0.21428571428571427,8,0.2857142857142857,4,0.14285714285714285,1,0,1,0,0,1,0.0,0,10,0.0,18,6,10,2,10,18,0.5555555555555556,10,16,0.625,9,4,5,0,0,9,0.0,0,2,0.0,0.1851851851851852
secondary84,gap,24,0.15,28,28,2026-08-03,2026-08-30,22,0.7857142857142857,6,0.21428571428571427,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,22,0,22,0,22,22,1.0,22,28,0.7857142857142857,6,0,6,0,0,6,0.0,0,0,,
secondary84,gap,24,0.10,28,28,2026-08-03,2026-08-30,22,0.7857142857142857,6,0.21428571428571427,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,22,0,22,0,22,22,1.0,22,28,0.7857142857142857,6,0,6,0,0,6,0.0,0,0,,
secondary84,gap,24,0.05,28,28,2026-08-03,2026-08-30,21,0.75,4,0.14285714285714285,1,0.03571428571428571,2,0.07142857142857142,0,0,0,0,0,0,,0,3,0.0,22,1,21,0,21,22,0.9545454545454546,21,25,0.84,6,2,4,0,0,6,0.0,0,0,,
secondary84,gap,6,0.15,28,28,2026-08-03,2026-08-30,4,0.14285714285714285,19,0.6785714285714286,2,0.07142857142857142,3,0.10714285714285714,0,0,0,0,0,0,,0,5,0.0,5,2,3,0,3,5,0.6,3,22,0.13636363636363635,23,3,19,1,1,23,0.043478260869565216,1,1,1.0,
secondary84,gap,6,0.10,28,28,2026-08-03,2026-08-30,3,0.10714285714285714,17,0.6071428571428571,3,0.10714285714285714,5,0.17857142857142858,0,0,0,0,0,0,,0,8,0.0,5,3,2,0,2,5,0.4,2,19,0.10526315789473684,23,5,17,1,1,23,0.043478260869565216,1,1,1.0,
